soln,cell,cell_plot,dist_x,time,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),k_Hematite_PK,dk_Hematite_PK,stage,u_step,time_days,pH_user,logaHS-,logaH2S,SR_Hematite,HematitePK_m,HematitePK_m_pct,Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
9,9,9,0.0085,0.0,0,8.000845242855448,1.481722022145215,240.0,-5.29839276362039e-14,-2.229450020256573e-08,0.014880531090005821,0.014070308481913754,1.488053109028048e-11,0.0,7.440265545002939e-06,1.4880531090005815e-06,0.0,0.0,0.0,1.81523362694457e-06,5.6250319180583685e-06,7.037621966688176e-15,1.4880531019629596e-06,0.0,0.0,0.0,0.0,1.225458571618936e-18,4.6187247744983054e-27,2.8864767807415524e-16,4.194268675211704e-19,6.649686879970676e-18,8.577680120459045e-25,2.928339966056675e-21,1.973145328199645e-27,1.479064825092778e-06,-999.999,-999.999,-999.999,-999.999,-8.000845242855448,-3.2076235191639597,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-10.794597987624481,-10.994548208540952,-7.900168981102655,-13.29286918893636,-11.784922304684427,-16.742548315047117,-999.999,-8.360176509101471,-5.745981259922665,-7.987948363287021,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9455010743915313,-2.287783416002574,-999.999,-999.999,-999.999,-999.999,-7.973786751719295,-999.999,5e-07,0.0,1.0,0.0,0.0,8.000845242855448,-99.99,-99.99,8820.6598425754,5e-07,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,10,0.009500000000000001,0.0,0,8.00063562161652,1.4470150001372097,240.0,-1.8882246501507154e-14,-1.1823678994511638e-08,0.010000000118475348,0.009227702884603464,1.0000000118546996e-11,0.0,5.000000059237692e-06,1.000000011847516e-06,0.0,0.0,0.0,1.3196582587363378e-06,3.680341800501354e-06,5.289577708837124e-15,1.0000000065579382e-06,0.0,0.0,0.0,0.0,8.196955981870346e-19,2.5690268238490228e-27,2.1053436120971676e-16,2.5828332592212126e-19,3.302077497975482e-18,3.596177479845745e-25,1.0241332082113444e-21,6.1564688361196465e-28,9.937421397578272e-07,-999.999,-999.999,-999.999,-999.999,-8.00063562161652,-3.2077610985503404,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-11.132318280642288,-11.49937493362356,-8.370288684177257,-13.964802346083767,-12.42214843982383,-17.581587904259326,-999.999,-8.663189780111272,-5.882025678254045,-8.158699803626408,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6309410644892655,-2.724742808535318,-999.999,-999.999,-999.999,-999.999,-8.074986568656291,-999.999,5e-07,0.0,1.0,0.0,0.0,8.00063562161652,-99.99,-99.99,4275.0486808224505,5e-07,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0.0005,10000.0,1,8.00501100068594,-7.3423147290191,240.0,-2.2806295411565352e-11,-1.6409982455902707e-07,0.9599419421546455,0.7559288053590826,0.0009109559065787229,0.09109559031287083,8.511311337298673e-07,1.543462650919757e-11,0.021150185872496074,2.303337686516624e-06,0.09109559018309168,8.5113113372936e-07,5.072977521165672e-19,1.0458445861022254e-11,4.976180648175317e-12,0.021091665970898326,5.8495139374236776e-05,2.303337686516624e-06,0.0,8.970610875300202e-15,1.267287526397867e-31,6.453923788564464e-13,4.8992315203483105e-24,4.133163156975177e-13,2.785269041569713e-28,2.9108079134180188e-15,5.0116508444890206e-30,4.95867079919422e-12,-6.318781533161154,-6.76730937526044,-5.9958498649823335,-7.773274806132925,-8.00501100068594,-3.2162719778942184,-2.0533378280079284,-3.110614159809394,-14.547089154668855,-22.03792518435332,-68.19726826345678,-16.323747613397828,-15.67178661035984,-16.497809498285733,-93.91128505811491,-9.424662380982546,-14.116609120594694,-22.621556760327525,-21.386129850690814,-9.46771387208843,-22.249073700533156,-11.917090065116907,-24.263375696091074,-6.3341064351285965,-11.363098530640313,-10.192928870744655,-21.25893272527335,-7.079277259839855,0.0,0.0,0.0,0.0,3.859572018251669e-07,3.859572018251669e-07,0.0,0.0,2.2955319721951538e-08,2.2955319721951538e-08,0.0,0.0,0.0,0.0,-7.462744948561548,-10.573874348817995,-2.5721266225413117,-2.93064119950629,-2.0,-3.1152233945846888,-3.5880491526468,0.0,3.354720972303245e-07,-1.64509209898941e-07,1.0,1.0,0.11574074074074074,8.00501100068594,-2.0533378280079284,-3.110614159809394,3.445522191719702e-08,3.354720972303245e-07,45.067037760841266,0.0,51.84916400597482,0.0,0.0,0.0,3.083798233183906,0.0
2,2,2,0.0015,10000.0,1,7.995297573687242,-7.319020131750536,240.0,-4.634875694029056e-12,-4.0785758076659097e-08,0.784153029625979,0.6188598298344303,0.0007372707442116274,0.07372707342893373,1.7203806507316397e-10,7.943812757059141e-08,0.017107568457046408,1.6329665614363444e-06,0.07372707331979012,1.72038065073032e-10,1.319650965904883e-22,5.365728295727924e-08,2.5780844613312173e-08,0.01705563786725906,5.1914158051012475e-05,1.6329665614363444e-06,0.0,4.4994673130557975e-11,6.5553897133387515e-28,3.350777365786307e-09,2.534208283403672e-20,1.8500495723928453e-09,1.2421114655094656e-24,1.1280959178799976e-11,2.0065378604334456e-26,2.568664772937337e-08,-6.2911989367876,-10.502967322001656,-6.134505865007672,-7.8309555075113195,-7.995297573687242,-3.2235799149278463,-2.134313126654897,-3.181876031457648,-14.53841043146755,-22.014630587084756,-68.1273844716511,-16.37218187748716,-15.791949735807071,-16.689701485090858,-94.1283167117408,-9.408675720747611,-21.51666314242888,-26.24369837386418,-25.080000325585374,-13.18487894425155,-26.014673036785613,-15.705983998637928,-28.100703893701425,-9.98878908322287,-15.008534741445537,-13.773944157225612,-24.81665341448574,-7.169965985485503,2.732710840038701e-10,2.732710840038701e-10,0.0,0.0,3.107639198828607e-07,3.107639198828607e-07,0.0,0.0,1.6787088136391027e-08,1.6787088136391027e-08,0.0,0.0,0.0,0.0,-0.00363943918128129,0.6000000000000068,-9.810230047081603,0.6663607472096018,-2.0,-17.591430243665286,-7.185051099362691,-1.7763568394002505e-15,3.722909572898709e-07,-1.2770904271012907e-07,1.0,1.0,0.11574074074074074,7.995297573687242,-2.134313126654897,-3.181876031457648,0.9916548969074791,3.722909572898709e-07,53.17566850963708,0.0,44.38753846921873,0.0,0.039032300655491486,0.0,2.3977607204887046,0.0
3,3,3,0.0025,10000.0,1,7.985549343685361,-7.293205550355759,240.0,-7.2279216580430304e-12,-8.025247630735417e-08,0.6206493418579736,0.49129314365075283,0.000576077122613285,0.057607710678492,1.8896362304649473e-10,7.667759029615822e-08,0.013358106243163498,1.09321687929919e-06,0.05760771058990865,1.8896362304630285e-10,1.9186294813877994e-22,5.166372280218028e-08,2.501386749397794e-08,0.013312608749037332,4.548727349588297e-05,1.09321687929919e-06,0.0,4.1676148456875134e-11,6.255355747488885e-28,3.2457685922587467e-09,2.4314380711823444e-20,1.5113435257322651e-09,1.0050538258419756e-24,7.85479598503302e-12,1.4418746961671715e-26,2.4918176135576188e-08,-6.256769608589582,-10.515102813308152,-6.295206924457479,-7.898398746538838,-7.985549343685361,-3.2311020030599686,-2.2275709470771847,-3.2653856218780675,-14.527640026337016,-21.988816005689976,-68.04994072746675,-16.427881540165426,-15.929163642558384,-16.908429635915216,-94.37692994384864,-9.390383227484955,-21.457424534621506,-26.125017887004343,-25.04283408279858,-13.173527282859537,-26.059021038071865,-15.776146581318958,-28.226566139060726,-9.907666754107076,-14.915668835980476,-13.60708609581963,-24.623980771684977,-7.2729720359097,5.1600458882772934e-11,5.1600458882772934e-11,0.0,0.0,2.552036326778914e-07,2.552036326778914e-07,0.0,0.0,9.202188160592635e-09,9.202188160592635e-09,0.0,0.0,0.0,0.0,0.007813509037235988,0.6000000000000014,-9.56447579842959,0.5177951790662618,-2.000000000000014,-17.099921746361247,-7.0364855312193635,0.0,3.95459568259331e-07,-1.0454043174066899e-07,1.0,1.0,0.11574074074074074,7.985549343685361,-2.2275709470771847,-3.2653856218780675,1.018154087288631,3.95459568259331e-07,59.925653456047975,0.0,38.672080991478275,0.0,0.007819234797612314,0.0,1.394446317676144,0.0
4,4,4,0.0035,10000.0,1,7.976577314585838,-7.26555192231054,240.0,-8.838584931841503e-12,-1.277861083673752e-07,0.47577842161857214,0.378149026235879,0.0004337804028724855,0.04337803823907448,2.1617081127361335e-10,7.302864395393352e-08,0.01004933388724544,6.878822615794373e-07,0.04337803816988653,2.1617081127331443e-10,2.9890193288336146e-22,4.9099104549835875e-08,2.3929539404097656e-08,0.010009908294942554,3.9419643919981256e-05,6.878822615794373e-07,0.0,3.729649981626455e-11,5.742241600322652e-28,3.0772100149807736e-09,2.2643435773368595e-20,1.1799372640021022e-09,7.707695986047841e-25,5.147065748460589e-12,9.721311685902575e-27,2.383300972043315e-08,-6.214697389382753,-10.523941204949377,-6.480081408206612,-7.977009174390794,-7.976577314585838,-3.2381101540000015,-2.3338350029743626,-3.362677648675721,-14.514002700171861,-21.961162377644758,-67.96697984333112,-16.49157991977367,-16.084214029820092,-17.154832030830388,-94.65937709032684,-9.369737750379768,-21.377809291106285,-25.985026546459462,-24.99419474990716,-13.152541578013334,-26.101733712833905,-15.84651288412622,-28.360630821476228,-9.810241089851111,-14.803331123480811,-13.410404526606532,-24.399645574426664,-7.3882081209064,0.0,0.0,0.0,0.0,2.068514254319871e-07,2.068514254319871e-07,0.0,0.0,5.168023118277546e-09,5.168023118277546e-09,0.0,0.0,0.0,0.0,0.0134378685990999,0.5887730013173567,-9.272332443120028,0.3417590869583407,-2.0,-16.51563503574212,-6.860449439111453,0.0,4.152562681144714e-07,-8.474373188552857e-08,1.0,1.0,0.11574074074074074,7.976577314585838,-2.3338350029743626,-3.362677648675721,1.031425510223745,4.152562681144714e-07,66.19995913797122,0.0,32.97615704491622,0.0,0.0,0.0,0.8238838171125522,0.0
5,5,5,0.0045000000000000005,10000.0,1,7.969271197528,-7.236920193200805,240.0,-9.35987793587453e-12,-1.8164255844849743e-07,0.3535809568396077,0.2825762599665392,0.00031438164307372353,0.031438161935726225,2.5545616245885235e-10,6.984579544939124e-08,0.007274209261073067,4.0506784348563106e-07,0.031438161883805396,2.5545616245835676e-10,4.955682389300187e-22,4.684574674321527e-08,2.3000048706175964e-08,0.0072403550647667445,3.3850954032483143e-05,4.0506784348563106e-07,0.0,3.265351328829086e-11,5.115575964416317e-28,2.897890027558442e-09,2.0728463321841692e-20,8.922142917423369e-10,5.6654557884072475e-25,3.2177045181581812e-12,6.222958725727669e-27,2.290173976243029e-08,-6.164865166186852,-10.535887014382684,-6.691588283405584,-8.06844674743541,-7.969271197528,-3.243765584559613,-2.4539043051287117,-3.4754408337722325,-14.49668183218135,-21.932530648535025,-67.88108465600189,-16.563918125695125,-16.257522170772734,-17.429110106814218,-94.97736164312238,-9.346761451829646,-21.288937724876373,-25.829171957505526,-24.939310095984414,-13.12628865320032,-26.147818993942348,-15.921229894344396,-28.507686037615862,-9.702117597130076,-14.67610826363661,-13.187867162290754,-24.14847648100115,-7.515583540118578,0.0,0.0,0.0,0.0,1.7809150665320302e-07,1.7809150665320302e-07,0.0,0.0,2.853617162502876e-09,2.853617162502876e-09,0.0,0.0,0.0,0.0,0.02766931284474161,0.5879692123848166,-8.943322272581433,0.14219802119269076,-2.000000000000014,-15.857614694664932,-6.660888373345796,0.0,4.2866588527365113e-07,-7.133411472634884e-08,1.0,1.0,0.11574074074074074,7.969271197528,-2.4539043051287117,-3.4754408337722325,1.0657842863967055,4.2866588527365113e-07,70.31793699296811,0.0,29.21395840918915,0.0,0.0,0.0,0.4681045978427519,0.0
6,6,6,0.0055000000000000005,10000.0,1,7.964609855258614,-7.208429242049129,240.00000000000006,-8.88929789421296e-12,-2.3779722352404879e-07,0.2556416946658608,0.2058366288908627,0.00021932682455765666,0.02193267989558368,3.1369619796143224e-10,6.731724225319084e-08,0.005065994146476205,2.226437302980646e-07,0.021932679858129123,3.1369619796055005e-10,8.821525392331138e-22,4.4987399742582386e-08,2.232984251060846e-08,0.00503711578103393,2.8876698574790428e-05,2.226437302980646e-07,0.0,2.79609234398829e-11,4.404556902941894e-28,2.7134431247399897e-09,1.8646532685087052e-20,6.540066712000209e-10,3.9896979196510284e-25,1.922640402890315e-12,3.783844174949665e-27,2.2228588027502552e-08,-6.108163186363127,-10.550742447697747,-6.93220067690523,-8.174507468609399,-7.964609855258614,-3.2471073959888836,-2.588455977454373,-3.6053311638285095,-14.47487450388822,-21.904039697383347,-67.79561180254692,-16.64509480583061,-16.44836648219538,-17.729622049524025,-95.33055931481577,-9.321612312107241,-21.188758261450257,-25.656100726304757,-24.875906496070808,-13.091376004438391,-26.1940830253159,-15.995984876869626,-28.66361770027658,-9.582421358119255,-14.531527983587406,-12.93696106238377,-23.869079429942488,-7.654796554713627,7.929775475468779e-11,7.929775475468779e-11,0.0,0.0,1.291298952867263e-07,1.291298952867263e-07,0.0,0.0,1.5083372351502244e-09,1.5083372351502244e-09,0.0,0.0,0.0,0.0,0.05201608745643149,0.6000000000000014,-8.574039464503976,-0.08355893899098987,-2.0000000000000284,-15.119049078510017,-6.435131413161221,0.0,4.4699047362390475e-07,-5.3009526376095226e-08,1.0,1.0,0.11574074074074074,7.964609855258614,-2.588455977454373,-3.6053311638285095,1.1272392114281957,4.4699047362390475e-07,77.3730795844856,0.0,22.35210424901065,0.0,0.013726269018135416,0.0,0.2610898974856362,0.0
7,7,7,0.006500000000000001,10000.0,1,7.963394195625678,-7.181359137343637,240.00000000000003,-7.724641260600135e-12,-2.8981680796316677e-07,0.18143602443822007,0.14756942566794537,0.00014787559105222477,0.014787556465007748,4.1204486513499594e-10,6.391893640506144e-08,0.0034069798510694125,1.1472241868967866e-07,0.014787556438914507,4.120448651332575e-10,1.7384022293017768e-21,4.2467478656116663e-08,2.1451457748944767e-08,0.003382411925323932,2.4567100197155888e-05,1.1472241868967866e-07,0.0,2.2905966784593283e-11,3.576219640800155e-28,2.4672800720057346e-09,1.6113580820780955e-20,4.558440902722534e-10,2.642837202496078e-25,1.0810083662993873e-12,2.1505833742332184e-27,2.1348629490047972e-08,-6.047239614400297,-10.556674652303546,-7.202507413947917,-8.296125784777985,-7.963394195625678,-3.2473250326494707,-2.7371443983284673,-3.7528039250696636,-14.448239672503899,-21.876969592677856,-67.7144014884304,-16.73370591537446,-16.652658805988576,-18.049595587566568,-95.7120738576969,-9.294759844062336,-21.053149909420664,-25.453267198706225,-24.78875418272162,-13.031293795794692,-26.222611926216057,-16.05158388247527,-28.807827815426073,-9.43966514185118,-14.355764560694476,-12.645734061901974,-23.550782324755204,-7.804700635220659,0.0,0.0,0.0,0.0,9.5455905500589e-08,9.5455905500589e-08,0.0,0.0,7.443987533784057e-10,7.443987533784057e-10,0.0,0.0,0.0,0.0,0.06444324631915777,0.5922872817353575,-8.141054270726215,-0.3479334714287532,-2.0,-14.253078690954482,-6.170756880724327,0.0,4.6130517205445326e-07,-3.8694827945546715e-08,1.0,1.0,0.11574074074074074,7.963394195625678,-2.7371443983284673,-3.7528039250696636,1.1599606223807968,4.6130517205445326e-07,82.74450954437839,0.0,17.12196732714807,0.0,0.0,0.0,0.13352312847355652,0.0
8,8,8,0.007500000000000001,10000.0,1,7.965718619379223,-7.157066328670871,240.0,-6.311080708300288e-12,-3.309287498211185e-07,0.1290355014040065,0.10633117169061027,9.784607663863122e-05,0.009784605014082657,5.590218452550807e-10,6.163066109608164e-08,0.002245943262457087,5.6894458440912565e-08,0.009784604996266264,5.590218452514521e-10,3.628617923859995e-21,4.059194629193152e-08,2.1038714804150126e-08,0.0022249372722789717,2.1005575840432147e-05,5.6894458440912565e-08,0.0,1.869752237773144e-11,2.855741578852346e-28,2.251995222100628e-09,1.390169345938658e-20,3.170852409651835e-10,1.737627747339304e-25,6.069401706355858e-13,1.214081829286656e-27,2.0933030656679146e-08,-5.9875821138965035,-10.56485480078286,-7.495056638580231,-8.430253992757777,-7.965718619379223,-3.2442965503978494,-2.8955654149810033,-3.9135493654757383,-14.417889899327891,-21.85267678400509,-67.6415230624121,-16.824373939194075,-16.85828766230056,-18.37018527637093,-96.09903876164813,-9.267438553137948,-20.90876476597322,-25.23527333770007,-24.68572115420784,-12.952553575953681,-26.23453973019466,-16.087804495126637,-28.93471645189705,-9.289424273677959,-14.16206350836109,-12.334043694824588,-23.21479914900505,-7.960797228119653,5.368387847497317e-11,5.368387847497317e-11,0.0,0.0,8.5108357266395e-08,8.5108357266395e-08,0.0,0.0,3.2330697631627934e-10,3.2330697631627934e-10,0.0,0.0,0.0,0.0,0.08756456627915377,0.6000000000000085,-7.679827093973692,-0.6323025475817659,-2.0,-13.33062433744945,-5.886387804571329,0.0,4.6493730792572925e-07,-3.506269207427073e-08,1.0,1.0,0.11574074074074074,7.965718619379223,-2.8955654149810033,-3.9135493654757383,1.2233889859782316,4.6493730792572925e-07,84.46914435987537,0.0,15.462364481439653,0.0,0.00975321017134829,0.0,0.058737948513645874,0.0
9,9,9,0.0085,10000.0,1,7.970244824019073,-7.137305963294918,239.99999999999997,-5.107590408166083e-12,-3.576105698264428e-07,0.09597342748084671,0.0802581282249845,6.652714392231658e-05,0.006652711763524716,7.663806357109299e-10,5.9551599642863964e-08,0.0015194440039941008,2.9513887449883672e-08,0.006652711751090667,7.663806357034234e-10,7.5066423615139e-21,3.881044560272507e-08,2.0741154040138896e-08,0.0015010971987254314,1.8346573088713868e-05,2.9513887449883672e-08,0.0,1.5432943697998984e-11,2.2944704946077215e-28,2.057357627486745e-09,1.2075984531757365e-20,2.2759714973182946e-10,1.1859327107740967e-25,3.6120003843754565e-13,7.24799389435815e-28,2.0633411348742058e-08,-5.9383494960793035,-10.5678320746518,-7.778020836081379,-8.56185590882037,-7.970244824019073,-3.2393263121356313,-3.04692769641955,-4.069437851554149,-14.3881890574275,-21.832916418629136,-67.58224196628424,-16.90439487071451,-17.038089890717387,-18.649768801684147,-96.43888285310582,-9.242707949499776,-20.758830827632714,-25.015546980212353,-24.56577609361651,-12.852368880738306,-26.214375966499716,-16.087401096807653,-29.014333985098496,-9.141039266108358,-13.962097516249324,-12.029326167554219,-22.890321256358728,-8.107633304918334,9.098347967630124e-11,9.098347967630124e-11,0.0,0.0,6.985800044897237e-08,6.985800044897237e-08,0.0,0.0,1.0545258400148226e-10,1.0545258400148226e-10,0.0,0.0,0.0,0.0,0.10390362416381116,0.5999999999999979,-7.22716859275608,-0.9122894712139882,-2.000000000000014,-12.425307335014224,-5.606400880939128,0.0,4.7260266391698845e-07,-2.7397336083011523e-08,1.0,1.0,0.11574074074074074,7.970244824019073,-3.04692769641955,-4.069437851554149,1.2702921788636645,4.7260266391698845e-07,87.09047823069378,0.0,12.873322839351703,0.0,0.016766293042930203,0.0,0.019432636911595216,0.0
10,10,10,0.009500000000000001,10000.0,1,7.9739829736682175,-7.125336081756165,240.0,-4.43194428100472e-12,-3.700017325934801e-07,0.08007152488379968,0.06769913615677749,5.154915269187473e-05,0.005154912659950213,9.597113044752502e-10,5.808751331574619e-08,0.001172108887610591,1.918845308444646e-08,0.0051549126501750355,9.597113044628429e-10,1.2407401908209996e-20,3.754866451122807e-08,2.053884880451813e-08,0.0011552403296887727,1.6868392460576724e-05,1.918845308444646e-08,0.0,1.360656662988913e-11,1.9858690848570155e-28,1.932352072582468e-09,1.1008677568547321e-20,1.841026078646111e-10,9.310849508041425e-26,2.6034740714282935e-13,5.237803120637721e-28,2.0430291317113374e-08,-5.910361369825457,-10.566947028008332,-7.970587847010752,-8.652154473515665,-7.9739829736682175,-3.23537461915259,-3.1491961426536177,-4.17544444743735,-14.368315789922661,-21.820946537090382,-67.54633232166798,-16.953356640964813,-17.14798331275675,-18.820593875512564,-96.64669981564579,-9.22678637497798,-20.651054138462566,-24.85908681135105,-24.470247576544267,-12.768810245204817,-26.179779101216536,-16.064774113063223,-29.040668771604377,-9.037885773230812,-13.817607228926777,-11.819952535459567,-22.66897774272532,-8.206163601503272,0.0,0.0,0.0,0.0,3.247502245680029e-08,3.247502245680029e-08,0.0,0.0,1.55690164966663e-11,1.55690164966663e-11,0.0,0.0,0.0,0.0,0.11025046017690698,0.5937054511647961,-6.914855011117794,-1.105741528786801,-1.9999999999999716,-11.80068017173761,-5.412948823366276,1.7763568394002505e-15,4.866946958464008e-07,-1.3305304153599171e-08,1.0,1.0,0.11574074074074074,7.9739829736682175,-3.1491961426536177,-4.17544444743735,1.288992707041707,4.866946958464008e-07,93.74200458548621,0.0,6.254996674588586,0.0,0.0,0.0,0.0029987399252088967,0.0
1,1,1,0.0005,20000.000000000004,2,8.006083738700587,-7.345198525983911,240.0,-4.843896088375957e-12,-3.391530649337433e-08,0.9866667856240544,0.7766702337647656,0.0009378059199294596,0.09378059182269037,1.1678938805630773e-06,1.1181961341732537e-11,0.02177640723269682,2.417242119624221e-06,0.09378059168983909,1.1678938805624067e-06,6.706602740841007e-19,7.58280736588262e-12,3.5991539758499163e-12,0.021716918684985202,5.946234287562374e-05,2.417242119624221e-06,0.0,6.5284392092061316e-15,9.188339756260963e-32,4.672769998444049e-13,3.550521943543589e-24,3.055779587902744e-13,2.061200759885833e-28,2.1954277122034008e-15,3.7647134457862184e-30,3.5865415263476366e-12,-6.322418034398898,-6.624485770568478,-5.976245575994335,-7.764914560121333,-8.006083738700587,-3.215565442536439,-2.0420937850315317,-3.1004428548476497,-14.548559880918107,-22.04080898131813,-68.20591965435122,-16.316835971018833,-15.655079528637042,-16.47130697721913,-93.88075469163412,-9.426839642589577,-13.84113321617255,-22.494309599209384,-21.24908725022887,-9.327787474661672,-22.102235660727406,-11.76736822834635,-24.106742216941523,-6.202526873413042,-11.23296757255736,-10.07188681664773,-21.14077446814123,-7.066960478848823,0.0,0.0,0.0,0.0,6.396008264599655e-07,2.536436246347986e-07,0.0,0.0,2.679686885869301e-08,3.841549136741473e-09,0.0,0.0,0.0,0.0,-7.747345289886725,-10.99878070052716,-2.3191388040719616,-3.0538605152102107,-1.9999999999999716,-2.609247757645903,-3.4648298369428403,0.0,2.1185083850640074e-07,-1.2362125872392378e-07,1.0,2.0,0.2314814814814815,8.006083738700587,-2.0420937850315317,-3.1004428548476497,1.789182781904518e-08,2.1185083850640074e-07,24.121968935572387,0.0,72.82685957633143,0.0,0.0,0.0,3.051171488096188,0.0
2,2,2,0.0015,20000.000000000004,2,7.9987211316757,-7.328818303110104,240.0,-1.7956363561595416e-12,-1.4386522079652388e-08,0.8618047630307599,0.6791442679947995,0.0008152029968263456,0.08152029912226515,1.6580194967989996e-10,8.051871192509445e-08,0.01892311539022824,1.928317222257395e-06,0.0815202990036306,1.658019496797875e-10,1.1246104697208875e-22,5.4500681223698655e-08,2.6018030701395798e-08,0.01886827681608429,5.4818612222740646e-05,1.928317222257395e-06,0.0,4.6444121954175465e-11,6.688483931319616e-28,3.39442966852196e-09,2.5786616670830568e-20,2.011877583494414e-09,1.3567804385150409e-24,1.3106403736445963e-11,2.3026540802162249e-26,2.5924445521874876e-08,-6.304575464803168,-10.498831127286236,-6.067436988057194,-7.802320154715858,-7.9987211316757,-3.2212155327369314,-2.0958796024998625,-3.1468660652910785,-14.54347983844529,-22.024428758444323,-68.15677898572979,-16.34881872199748,-15.735425253468145,-16.600015675902686,-94.02506591842251,-9.416109509916263,-21.543400719164627,-26.293066071969122,-25.096206696841065,-13.191287144147674,-25.99771808119206,-15.679230871684803,-28.050587611258624,-10.023086412662465,-15.048104268190908,-13.844310628629314,-24.89681805724901,-7.1281089033420315,4.577374628099905e-11,-2.2749733772287101e-10,0.0,0.0,3.915645065771961e-07,8.08005866943354e-08,0.0,0.0,2.149238978674382e-08,4.705301650352792e-09,0.0,0.0,0.0,0.0,-0.008242240027872327,0.5999999999999996,-9.91383467212735,0.7292934294446596,-1.9999999999999716,-17.798639493756724,-7.24798378159774,0.0,3.2893695643608343e-07,-4.3354000853787485e-08,1.0,2.0,0.2314814814814815,7.9987211316757,-2.0958796024998625,-3.1468660652910785,0.9812004980344288,3.2893695643608343e-07,44.328758824789965,0.0,52.76867872941848,0.0,0.006168639065011267,0.0,2.896393806726528,0.0
