sim,state,soln,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),rxn_step,pH_user,logaHS-,logaH2S,SR_Hematite,Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
1,react,1,54,7.969229084371175,-7.244572098347494,240.0,0.0027145162337433126,21.745589570888274,1.049993622659417,0.4999969631708033,0.000999993926342708,0.09999939263416067,2.291712585770008e-10,7.497031988482206e-08,0.009799940937395526,6.226259364352604e-07,0.09999939254108332,2.2917125857662022e-10,3.8056346474319197e-22,4.961003569995921e-08,2.5360284184862858e-08,0.00971563753925559,8.42964628290799e-05,6.226259364352604e-07,0.0,4.8914664973704594e-11,8.552455429223288e-28,3.340134799087321e-09,3.0807702689869183e-20,1.55963693968936e-09,1.277024723037151e-24,7.478775074639554e-12,1.595253873872509e-26,2.5262677147904905e-08,-6.185420875660019,-10.546574283801723,-6.561965689379,-8.007461402995453,-7.969229084371175,-3.250707372585156,-2.3852670555420743,-3.406761471028773,-14.518217313379125,-21.940182553681712,-67.90404037144197,-16.397639575473146,-15.917313165182085,-16.914970645854904,-94.30459553708779,-9.361355145001877,-21.378991626457925,-25.81085517587586,-24.74706285898608,-12.9263895110553,-25.78164130157535,-15.547400296830707,-27.96757788988019,-9.781442116135743,-14.650139576860258,-13.342770718908614,-24.3110319427657,-7.446988403688759,1.799800689059683e-06,3.333339508271327e-08,0.0,0.0,7.999981666187386e-07,7.47736121880626e-16,0.0,0.0,7.950189622563758e-07,-4.19685086108703e-12,0.0,0.0,0.0,0.0,0.02826060076295711,0.6000000000000014,-9.170650673336233,0.28250788463832777,-2.0,-16.31227149617453,-6.801198236791426,0.0,54.0,7.969229084371175,-2.3852670555420743,-3.406761471028773,1.067236330087752,0.0,23.565275355642186,0.0,53.01612002715873,0.0,23.418604617199087,0.0
1,react,1,55,7.969144055938641,-7.244157136908756,240.0,0.0027145162337432107,21.74559542334399,1.0499936122978564,0.4999969582367227,0.0009999939164745584,0.09999939164734457,2.2907811051918723e-10,7.494717776457406e-08,0.009799940840511757,6.231485409350928e-07,0.09999939155440801,2.2907811051880665e-10,3.8058473561684253e-22,4.958541713512711e-08,2.5361760629446964e-08,0.009715145141647372,8.478875272774725e-05,6.231485409350928e-07,0.0,4.890904155861229e-11,8.559646752847405e-28,3.3390971743519616e-09,3.082757196705715e-20,1.5594577282033882e-09,1.2780985474264455e-24,7.47791597536869e-12,1.5965953907051475e-26,2.526412885606598e-08,-6.182891894779919,-10.546769282081549,-6.561601684342797,-8.00707191975799,-7.969144055938641,-3.2507923951516213,-2.385292533743338,-3.4067019207975022,-14.517972397073322,-21.939767592242976,-67.90279548712576,-16.397224606383254,-15.916898188441039,-16.9145556614627,-94.30335062216695,-9.361025206129606,-21.37944117324881,-25.81058424866325,-24.746791924122313,-12.926533537630274,-25.781370359060425,-15.547544315754525,-27.967306939714117,-9.781611636214308,-14.650283611086387,-13.342999783352363,-24.310846045770713,-7.447098910322576,1.8331340838553493e-06,3.33333947956663e-08,0.0,0.0,7.999981673639095e-07,7.451708825998663e-16,0.0,0.0,7.950147813457979e-07,-4.180910577910563e-12,0.0,0.0,0.0,0.0,0.028480558055775873,0.5999999999999996,-9.171049263724612,0.2830668879543836,-1.9999999999999858,-16.313068676951247,-6.801757240107448,-1.7763568394002505e-15,55.0,7.969144055938641,-2.385292533743338,-3.4067019207975022,1.0677769905838865,0.0,23.33616848298725,0.0,53.47302978669896,0.0,23.190801730313783,0.0
1,react,1,56,7.969058981334556,-7.2437438311542435,240.0,0.0027145162337431092,21.745601278235196,1.0499936019478238,0.49999695330813126,0.0009999939066173875,0.09999939066162637,2.2898527979356285e-10,7.492414241457573e-08,0.009799940743736286,6.236691724427816e-07,0.09999939056882966,2.2898527979318222e-10,3.8060491842538117e-22,4.956094106775096e-08,2.536320134682477e-08,0.00971465255419365,8.528123261962137e-05,6.236691724427816e-07,0.0,4.890355694559354e-11,8.566835665299986e-28,3.3380689473427992e-09,3.0847420323688487e-20,1.559282942434361e-09,1.2791720118856158e-24,7.477078098444937e-12,1.5979364581397889e-26,2.526554495830235e-08,-6.180376586866269,-10.546963759253156,-6.561239358855414,-8.006684104137058,-7.969058981334556,-3.250877463893737,-2.385318023876911,-3.406642336326982,-14.51772922880304,-21.939354286488463,-67.90155556986221,-16.396811292968724,-15.91648486736649,-16.914142332728137,-94.30211067426335,-9.36069696911721,-21.379889712062575,-25.810314432153202,-24.746522099952248,-12.926677019214718,-25.781100527230343,-15.547687789678951,-27.967037100224015,-9.781780623252352,-14.650427100330848,-13.34322834899896,-24.310661305662794,-7.447209475060221,1.8664674783671429e-06,3.3333394511793584e-08,0.0,0.0,7.999981681065417e-07,7.426322189778268e-16,0.0,0.0,7.95010616219226e-07,-4.1651265718893474e-12,0.0,0.0,0.0,0.0,0.028699380776719963,0.5999999999999943,-9.171446822271228,0.28362369061334647,-2.0000000000000284,-16.313863794044494,-6.8023140427664375,0.0,56.0,7.969058981334556,-2.385318023876911,-3.406642336326982,1.0683151340562185,0.0,23.11147346953552,0.0,53.921140482272,0.0,22.967386048192477,0.0
1,react,1,57,7.968973860929305,-7.243332163941467,240.0,0.0027145162337430125,21.745607135535906,1.0499935916091858,0.4999969483849664,0.0009999938967710682,0.09999938967699332,2.2889276312173004e-10,7.490121265929883e-08,0.009799940647067417,6.241878502343198e-07,0.09999938958433552,2.288927631213494e-10,3.8062402397942647e-22,4.953660596589474e-08,2.5364606693404086e-08,0.009714159779122553,8.577390027454482e-05,6.241878502343198e-07,0.0,4.889820969015058e-11,8.574022243667945e-28,3.3370500170191875e-09,3.086724806512871e-20,1.559112536324853e-09,1.2802451279247307e-24,7.476261223013719e-12,1.59927709055421e-26,2.5266925809803788e-08,-6.177874811335308,-10.547157720783693,-6.560878695553958,-8.00629793887994,-7.968973860929305,-3.2509625784410696,-2.3853435258325684,-3.4065827178773844,-14.51748779068493,-21.938942619275686,-67.90032056822388,-16.396399618087163,-15.916073184816147,-16.91373064250901,-94.30087564194987,-9.360370416451765,-21.380337253573217,-25.810045714890858,-24.74625337502112,-12.926819961496365,-25.78083179463043,-15.547830724291815,-27.966768359955317,-9.781949082827225,-14.650570050281278,-13.343456421165506,-24.310477710616563,-7.447320097421135,1.8998008725981895e-06,3.333339423104663e-08,0.0,0.0,7.999981688466615e-07,7.401198133771521e-16,0.0,0.0,7.9500646672245e-07,-4.149496775945355e-12,0.0,0.0,0.0,0.0,0.028917080601051026,0.5999999999999996,-9.171843359870579,0.2841783154453097,-2.0000000000000284,-16.31465686924321,-6.802868667598429,0.0,57.0,7.968973860929305,-2.3853435258325684,-3.4065827178773844,1.0688507851579756,0.0,22.891064094327408,0.0,54.3607038548608,0.0,22.748232050811797,0.0
1,react,1,58,7.96888869508993,-7.242922118394901,240.0,0.002714516233742915,21.74561299522032,1.0499935812818133,0.4999969434671663,0.0009999938869354786,0.09999938869343322,2.2880055727731905e-10,7.487838734236498e-08,0.009799940550504543,6.247045933001467e-07,0.09999938860091344,2.2880055727693845e-10,3.806420629359641e-22,4.951241032200019e-08,2.536597702036478e-08,0.00971366681864446,8.626675348119191e-05,6.247045933001467e-07,0.0,4.8892998370600984e-11,8.581206563761835e-28,3.336040283941349e-09,3.088705549177121e-20,1.5589464645449394e-09,1.281317906863298e-24,7.475465131708913e-12,1.6006173020881805e-26,2.5268271760550607e-08,-6.175386429769897,-10.547351172053558,-6.56051967734418,-8.005913407001756,-7.96888869508993,-3.251047738426532,-2.385369039500962,-3.406523065706409,-14.517248065109287,-21.93853257372912,-67.89909043158418,-16.39598956486314,-15.915663123914664,-16.913320573930065,-94.29964547460035,-9.36004553089066,-21.380783808283987,-25.80977808559992,-24.745985738052724,-12.926962370074536,-25.780564149984578,-15.547973125192527,-27.966500707632004,-9.7821170204287,-14.650712466536909,-13.343684005084055,-24.310295248988545,-7.447430776928897,1.9331342665515647e-06,3.3333393953375255e-08,0.0,0.0,7.999981695842948e-07,7.376332422813687e-16,0.0,0.0,7.950023327035465e-07,-4.1340189035131455e-12,0.0,0.0,0.0,0.0,0.029133669023810427,0.5999999999999996,-9.172238887244518,0.2847307849249532,-2.000000000000014,-16.315447923991115,-6.803421137078083,0.0,58.0,7.96888869508993,-2.385369039500962,-3.406523065706409,1.0693839681736625,0.0,22.674818905726138,0.0,54.79196213322307,0.0,22.533218961050792,0.0
1,react,1,59,7.968803484175134,-7.242513677873563,240.0,0.0027145162337428182,21.74561885726328,1.0499935709655805,0.4999969385546708,0.000999993877110498,0.09999938771093413,2.2870865907909445e-10,7.485566532464198e-08,0.009799940454045988,6.252194203843068e-07,0.09999938761855143,2.287086590787138e-10,3.806590458045997e-22,4.948835265074679e-08,2.5367312673895202e-08,0.00971317367491653,8.675979008040583e-05,6.252194203843068e-07,0.0,4.888792158709807e-11,8.588388700587127e-28,3.3350396501640696e-09,3.090684290038064e-20,1.558784682460896e-09,1.282390359900614e-24,7.474689610502826e-12,1.6019571067313425e-26,2.5269583155548108e-08,-6.172911305706992,-10.547544118370594,-6.560162287371723,-8.005530491754861,-7.968803484175134,-3.251132943491374,-2.385394564775404,-3.4064633800660644,-14.517010034717632,-21.938124133207783,-67.89786511002018,-16.39558111665576,-15.915254668021243,-16.9129121103506,-94.29842012229216,-9.359722295434167,-21.381229386558402,-25.809511533160684,-24.745719177927448,-12.927104250470597,-25.78029758217326,-15.548114997902546,-27.966234132134645,-9.782284441471297,-14.650854354619012,-13.343911105917044,-24.3101139093002,-7.4475415131181375,1.9664676602302974e-06,3.3333393678732657e-08,0.0,0.0,7.999981703194668e-07,7.351720821740029e-16,0.0,0.0,7.949982140125617e-07,-4.118690984817599e-12,0.0,0.0,0.0,0.0,0.029349157378158353,0.6000000000000014,-9.172633414970043,0.28528112121447435,-2.0,-16.316236979442152,-6.803971473367565,0.0,59.0,7.968803484175134,-2.385394564775404,-3.4064633800660644,1.0699147070625235,0.0,22.46262099826365,0.0,55.21514847897222,0.0,22.322230522764137,0.0
1,react,1,60,7.968718228538011,-7.242106825981875,240.0,0.0027145162337427224,21.74562472163997,1.0499935606603634,0.4999969336474206,0.0009999938672960085,0.09999938672948425,2.2861706539332817e-10,7.483304548475395e-08,0.009799940357690622,6.257323499698378e-07,0.09999938663723776,2.286170653929475e-10,3.806749829474689e-22,4.9464431489566495e-08,2.536861399518746e-08,0.009712680350064552,8.725300794492931e-05,6.257323499698378e-07,0.0,4.8882977961572275e-11,8.595568728123188e-28,3.3340480192523155e-09,3.09266105834928e-20,1.5586271461333812e-09,1.2834624980827598e-24,7.473934448697503e-12,1.6032965182818923e-26,2.5270860334822486e-08,-6.17044930469882,-10.54773656496455,-6.559806509030805,-8.005149176638554,-7.968718228538011,-3.2512181932824595,-2.385420101550787,-3.4064036612043154,-14.516773682408111,-21.937717281316093,-67.89664455434512,-16.395174257069534,-15.91484780074048,-16.912505235375306,-94.29719953583896,-9.359400693333562,-21.38167399860802,-25.80924604661764,-24.745453683689867,-12.927245608124705,-25.780032080241142,-15.54825634786212,-27.965968622507994,-9.78245135128985,-14.650995719967657,-13.34413772875131,-24.309933680242775,-7.447652305530635,1.9998010536373692e-06,3.3333393407071826e-08,0.0,0.0,7.999981710522029e-07,7.327360154176996e-16,0.0,0.0,7.949941105016304e-07,-4.103510931287226e-12,0.0,0.0,0.0,0.0,0.02956355682988132,0.6000000000000032,-9.17302695346892,0.2858293461493062,-2.000000000000014,-16.31702405643992,-6.804519698302436,0.0,60.0,7.968718228538011,-2.385420101550787,-3.4064036612043154,1.0704430254434172,0.0,22.25435780189717,0.0,55.63048740689296,0.0,22.115154791209875,0.0
1,react,1,61,7.9686329285273745,-7.2417015465694385,240.0,0.0027145162337426252,21.745630588325877,1.0499935503660383,0.499996928745357,0.000999993857491892,0.09999938574907176,2.285257731339941e-10,7.481052671897247e-08,0.009799940261437531,6.262434002778861e-07,0.09999938565696058,2.2852577313361344e-10,3.806898845827866e-22,4.944064539843391e-08,2.5369881320538556e-08,0.009712186846188232,8.774640497383426e-05,6.262434002778861e-07,0.0,4.8878166137272256e-11,8.602746719248679e-28,3.3330652962588603e-09,3.094635882924352e-20,1.5584738123027737e-09,1.2845343322914742e-24,7.473199438854428e-12,1.6046355503327964e-26,2.5272103633521904e-08,-6.168000294298883,-10.547928516986207,-6.559452325963367,-8.004769445398615,-7.9686329285273745,-3.251303487450928,-2.3854456497232874,-3.4063439093661785,-14.516538991332613,-21.937312001903656,-67.8954287161078,-16.394768969954153,-15.914442505922159,-16.91209993285404,-94.29598366678987,-9.359080708089595,-21.382117654489424,-25.808981615178915,-24.7451892445482,-12.927386448395476,-25.77976763339653,-15.548397180429944,-27.96570416796044,-9.782617755139007,-14.651136567941368,-13.344363878596434,-24.30975455067546,-7.447763153713777,2.0331344467757156e-06,3.333339313834639e-08,0.0,0.0,7.999981717825275e-07,7.30324618495985e-16,0.0,0.0,7.949900220249827e-07,-4.088476647680153e-12,0.0,0.0,0.0,0.0,0.029776878378468652,0.6000000000000014,-9.173419513005364,0.28637548123844425,-1.9999999999999716,-16.317809175512735,-6.805065833391528,0.0,61.0,7.9686329285273745,-2.3854456497232874,-3.4063439093661785,1.0709689465958716,0.0,22.049920882881917,0.0,56.03819518209248,0.0,21.911883935025607,0.0
1,react,1,62,7.968547584484978,-7.241297823713844,240.0,0.002714516233742532,21.74563645729707,1.0499935400824836,0.49999692384842276,0.0009999938476980329,0.09999938476968483,2.2843477925886752e-10,7.478810794017094e-08,0.009799940165285502,6.267525892881398e-07,0.0999993846777081,2.2843477925848679e-10,3.8070376078706146e-22,4.941699295870859e-08,2.537111498146234e-08,0.009711693165346306,8.82399791068446e-05,6.267525892881398e-07,0.0,4.8873484778261005e-11,8.609922745996615e-28,3.3320913876674793e-09,3.096608792208966e-20,1.5583246383731116e-09,1.2856058732822688e-24,7.472484376717375e-12,1.605974216319302e-26,2.5273313382027355e-08,-6.165564143950209,-10.548119979515208,-6.559099722043486,-8.004391282010893,-7.968547584484978,-3.2513888256549843,-2.3854712091911483,-3.4062841247916467,-14.516305944885131,-21.936908279048062,-67.89421754754102,-16.394365239387295,-15.914038767644039,-16.911696186864656,-94.29477246737802,-9.358762323438057,-21.382560364122043,-25.808718228205347,-24.744925849863368,-12.927526776566237,-25.779504231000438,-15.548537500889445,-27.96544075785308,-9.782783658200167,-14.651276903823394,-13.344589560393779,-24.309576509617212,-7.447874057224049,2.066467839648227e-06,3.333339287251145e-08,0.0,0.0,7.99998172510465e-07,7.279375737715039e-16,0.0,0.0,7.949859484387802e-07,-4.073586202549501e-12,0.0,0.0,0.0,0.0,0.0299891328667119,0.5999999999999943,-9.1738111037022,0.28691954768731165,-2.0,-16.318592356906407,-6.80560989984041,0.0,62.0,7.968547584484978,-2.3854712091911483,-3.4062841247916467,1.0714924934821917,0.0,21.849205755520064,0.0,56.438480195463846,0.0,21.712314049016094,0.0
1,react,1,63,7.96846219674632,-7.240895641718382,240.0,0.002714516233742442,21.745642328529936,1.0499935298095817,0.4999969189565614,0.00099999383791432,0.09999938379131258,2.2834408076934245e-10,7.476578807760813e-08,0.009799940069232928,6.272599347405514e-07,0.0999993836994694,2.2834408076896172e-10,3.807166214985685e-22,4.9393472772816505e-08,2.5372315304791626e-08,0.00971119930955903,8.873372832178907e-05,6.272599347405514e-07,0.0,4.886893256895806e-11,8.617096879521843e-28,3.331126201366642e-09,3.098579814275008e-20,1.5581795823975024e-09,1.2866771316794678e-24,7.471789061142643e-12,1.6073125295128306e-26,2.5274489906054642e-08,-6.163140724959582,-10.548310957560082,-6.558748681374813,-8.004014670678814,-7.96846219674632,-3.2514742075590863,-2.385496779854539,-3.4062243077163714,-14.516074526697878,-21.9365060970526,-67.89301100155461,-16.393963049672337,-15.913636570209581,-16.911293981710703,-94.29356589051366,-9.358445523346697,-21.383002137287004,-25.80845587520849,-24.744663489147012,-12.927666597845343,-25.779241862564582,-15.548677314449053,-27.96517838169773,-9.782949065581647,-14.651416732821996,-13.344814779015982,-24.30939954624396,-7.447985015626073,2.0998012322577513e-06,3.333339260952424e-08,0.0,0.0,7.999981732360395e-07,7.255744577277829e-16,0.0,0.0,7.949818896011018e-07,-4.058837678424436e-12,0.0,0.0,0.0,0.0,0.030200330982765422,0.5999999999999996,-9.174201735540436,0.2874615664008999,-1.9999999999999858,-16.319373620582923,-6.806151918553973,0.0,63.0,7.96846219674632,-2.385496779854539,-3.4062243077163714,1.072013688751046,0.0,21.65211170409731,0.0,56.83154331882646,0.0,21.516344977076223,0.0
1,react,1,64,7.968376765641569,-7.2404949851122185,240.0,0.00271451623374235,21.74564820200126,1.0499935195472159,0.49999691406971686,0.0009999938281406407,0.0999993828139438,2.2825367471049337e-10,7.47435660768515e-08,0.009799939973279418,6.277654541343764e-07,0.09999938272223334,2.2825367471011264e-10,3.8072847651917725e-22,4.937008346410879e-08,2.5373482612742707e-08,0.00971070528081603,8.922765062833457e-05,6.277654541343764e-07,0.0,4.886450821383266e-11,8.624269190045846e-28,3.330169646634501e-09,3.100548976807673e-20,1.5580386030683271e-09,1.28774811796808e-24,7.471113294051945e-12,1.6086505030107603e-26,2.527563352671884e-08,-6.1607299104904225,-10.548501456057561,-6.5583991882898935,-8.00363959583327,-7.968376765641569,-3.2515596328330267,-2.3855223616151626,-3.4061644583722455,-14.515844720639592,-21.936105440446436,-67.89180903173614,-16.393562385338523,-15.91323589814812,-16.91089330192159,-94.29236388978458,-9.358130292014472,-21.383442983626107,-25.8081945458509,-24.74440215206177,-12.927805917366268,-25.77898051775169,-15.548816626242328,-27.964917029157192,-9.78311398231849,-14.65155606007057,-13.345039539266143,-24.30922364988795,-7.448096028491464,2.1331346246070924e-06,3.333339234934113e-08,0.0,0.0,7.999981739592746e-07,7.232350586065849e-16,0.0,0.0,7.949778453719533e-07,-4.0442291484108826e-12,0.0,0.0,0.0,0.0,0.030410483260643772,0.5999999999999979,-9.174591418358254,0.28800155798325733,-2.0,-16.320152986218545,-6.806691910136359,0.0,64.0,7.968376765641569,-2.3855223616151626,-3.4061644583722455,1.0725325547372262,0.0,21.45854161437034,0.0,57.21757824101703,0.0,21.323880144612627,0.0
1,react,1,65,7.968291291499421,-7.2400958386639145,240.0,0.002714516233742264,21.745654077688016,1.0499935092952706,0.4999969091878347,0.0009999938183768865,0.09999938183756742,2.281635581742322e-10,7.472144090044079e-08,0.009799939877423353,6.2826916470961e-07,0.09999938174598882,2.2816355817385146e-10,3.80739335516198e-22,4.934682367749788e-08,2.5374617222942917e-08,0.009710211081096536,8.972174404533735e-05,6.2826916470961e-07,0.0,4.886021043721637e-11,8.631439746557527e-28,3.3292216341546563e-09,3.102516307025407e-20,1.5579016597112721e-09,1.28881884244905e-24,7.470456880403839e-12,1.6099881496805384e-26,2.527674456056261e-08,-6.158331575634912,-10.548691479865614,-6.558051227361663,-8.003266042145022,-7.968291291499421,-3.2516451011480645,-2.385547954375198,-3.4061045769901312,-14.515616510821365,-21.935706293998134,-67.89061159239122,-16.393163231154503,-15.912836736228382,-16.910494132266134,-94.29116641949678,-9.357816613881207,-21.38388291262432,-25.807934229954867,-24.74414182843002,-12.92794474018282,-25.778720186384223,-15.548955441323162,-27.964656690054003,-9.783278413366524,-14.65169489062284,-13.345263845869168,-24.30904881004268,-7.448207095393645,2.166468016699009e-06,3.333339209191638e-08,0.0,0.0,7.999981746801935e-07,7.209189528914364e-16,0.0,0.0,7.949738156134135e-07,-4.0297585398192185e-12,0.0,0.0,0.0,0.0,0.0306196000737895,0.5999999999999979,-9.174980161836423,0.2885395427195405,-2.0000000000000284,-16.32093047317491,-6.807229894872649,0.0,65.0,7.968291291499421,-2.385547954375198,-3.4061045769901312,1.073049113444303,0.0,21.268401814012076,0.0,57.59677178611084,0.0,21.134826399877074,0.0
1,react,1,66,7.968205774637327,-7.239698187331065,240.0,0.002714516233742173,21.745659955567803,1.0499934990536328,0.49999690431086047,0.0009999938086229484,0.09999938086217271,2.280737282881059e-10,7.469941152501427e-08,0.009799939781664014,6.28771083509876e-07,0.09999938077072514,2.2807372828772513e-10,3.8074920802610566e-22,4.932369207636356e-08,2.5375719448650715e-08,0.009709716712314903,9.021600665740964e-05,6.28771083509876e-07,0.0,4.885603798241835e-11,8.638608617659154e-28,3.3282820758796485e-09,3.104481831914577e-20,1.557768712257133e-09,1.2898893153656227e-24,7.469819628058443e-12,1.6113254823175474e-26,2.5277823319773297e-08,-6.155945597102102,-10.548881033786696,-6.557704783358697,-8.002893994477091,-7.968205774637327,-3.25173061218671,-2.3855735580401345,-3.406044663792983,-14.515389881565804,-21.935308642665284,-67.88941863839267,-16.39276557207795,-15.912439069408121,-16.910096457702167,-94.28997343452343,-9.357504473587003,-21.384321933663635,-25.80767491746951,-24.74388250820096,-12.928083071286608,-25.77846085841146,-15.549093764683246,-27.96439735433753,-9.783442363622655,-14.651833229470334,-13.345487703499014,-24.30887501633967,-7.448318215920664,2.1998014085362215e-06,3.3333391837212726e-08,0.0,0.0,7.999981753988192e-07,7.186257170658638e-16,0.0,0.0,7.949698001891327e-07,-4.015424280873931e-12,0.0,0.0,0.0,0.0,0.030827691662107526,0.5999999999999996,-9.175367975545853,0.2890755406435872,-2.0,-16.321706100593758,-6.8077658927966995,0.0,66.0,7.968205774637327,-2.3855735580401345,-3.406044663792983,1.0735633866099854,0.0,21.081601921468476,0.0,57.96930421488398,0.0,20.949093863647537,0.0
1,react,1,67,7.968120215371369,-7.239302016301889,240.0,0.0027145162337420888,21.745665835618517,1.0499934888221907,0.4999968994387417,0.0009999937988787204,0.0999993798877488,2.2798418222476963e-10,7.467747694353227e-08,0.009799939686000096,6.292712273287872e-07,0.09999937979643143,2.2798418222438887e-10,3.80758103455731e-22,4.9300687344827704e-08,2.537678959870457e-08,0.009709222176375978,9.071043655811133e-05,6.292712273287872e-07,0.0,4.885198961184149e-11,8.645775870763452e-28,3.3273508851136887e-09,3.106445578011455e-20,1.5576397212455045e-09,1.290959546783392e-24,7.469201347795296e-12,1.6126625134952918e-26,2.52788701121342e-08,-6.153571853458769,-10.549070122547276,-6.557359841281025,-8.002523437923678,-7.968120215371369,-3.2518161656328406,-2.3855991725158945,-3.405984719002781,-14.515164817428886,-21.934912471636107,-67.88823012530516,-16.392369393297155,-15.912042882875715,-16.90970026341815,-94.28878489042944,-9.357193856003956,-21.384760055975043,-25.807416598497795,-24.74362418147763,-12.928220915592457,-25.778202523936514,-15.549231601237478,-27.964139012110977,-9.783605837907494,-14.651971081527797,-13.34571111675422,-24.3087022585657,-7.448429389662396,2.2331348001214085e-06,3.3333391585186966e-08,0.0,0.0,7.999981761151744e-07,7.163551393716302e-16,0.0,0.0,7.94965798964761e-07,-4.0012243716243525e-12,0.0,0.0,0.0,0.0,0.03103476811085848,0.5999999999999908,-9.17575486890572,0.2896095714818401,-2.0000000000000284,-16.322479887313506,-6.808299923634952,0.0,67.0,7.968120215371369,-2.3855991725158945,-3.405984719002781,1.074075395652624,0.0,20.898054702705455,0.0,58.335349510513964,0.0,20.766595786780574,0.0
1,react,1,68,7.96803461401205,-7.238907310971021,240.0,0.0027145162337420016,21.745671717818244,1.0499934786008347,0.49999689457142615,0.0009999937891440977,0.09999937891428556,2.2789491719669594e-10,7.465563616385841e-08,0.009799939590431102,6.297696127395322e-07,0.09999937882309758,2.2789491719631515e-10,3.8076603108514137e-22,4.927780818619327e-08,2.5377827977665143e-08,0.009708727475151927,9.120503187447703e-05,6.297696127395322e-07,0.0,4.884806410639146e-11,8.652941572471379e-28,3.326427976438878e-09,3.108407571508211e-20,1.557514647805931e-09,1.2920295466467962e-24,7.468601853222844e-12,1.6139992556358886e-26,2.5279885241165307e-08,-6.151210224974854,-10.549258750808768,-6.557016386338454,-8.00215435778695,-7.96803461401205,-3.2519017611759122,-2.385624797710042,-3.4059247428376125,-14.514941303184168,-21.93451776630524,-67.88704600931256,-16.391974680206847,-15.911648162025962,-16.90930553480895,-94.28760074339905,-9.356884746216162,-21.385197288663193,-25.807159263280678,-24.743366838501075,-12.928358277946764,-25.777945173200514,-15.549368955832344,-27.96388165361553,-9.78376884097483,-14.652108451641547,-13.345934090170486,-24.308530526651094,-7.448540616215868,2.2664681914572086e-06,3.333339133580014e-08,0.0,0.0,7.999981768292813e-07,7.141069021713805e-16,0.0,0.0,7.949618118077127e-07,-3.987157048336129e-12,0.0,0.0,0.0,0.0,0.03124083936397426,0.5999999999999961,-9.176140851205574,0.2901416546859039,-1.9999999999999858,-16.3232518519132,-6.8088320068390145,-1.7763568394002505e-15,68.0,7.96803461401205,-2.385624797710042,-3.4059247428376125,1.0745851617027553,0.0,20.717675935378,0.0,58.69507564949495,0.0,20.58724841512704,0.0
