sim,state,soln,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),rxn_step,pH_user,logaHS-,logaH2S,SR_Hematite,Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
1,react,1,415,7.936694743206777,-7.144123644870159,240.0,0.0027145162337345297,21.747778371912144,1.0499902162474142,0.4999953410695216,0.000999990682141098,0.0999990682139026,2.0510662495768947e-10,6.970404197813091e-08,0.00979990909699904,7.508672031559557e-07,0.0999990681456718,2.0510662495733406e-10,3.5539872669610634e-22,4.490757059641853e-08,2.4796471381712377e-08,0.009532637560022554,0.00026726200497997644,7.508672031559557e-07,0.0,5.119408768806514e-11,1.1280207600265374e-27,3.243537327908916e-09,3.7701218667358377e-20,1.6323519487038767e-09,1.6843438785174007e-24,7.827561647406926e-12,2.104125272985568e-26,2.4693634907195777e-08,-5.684261176795818,-10.60174399535439,-6.480770955147541,-7.916639809141067,-7.936694743206777,-3.283239713462542,-2.3948939151650133,-3.3838539894873136,-14.482833541656564,-21.839734100204378,-67.60269501100996,-16.297188079835294,-15.816858627383722,-16.814513065896023,-94.00323800801372,-9.29343903240193,-21.512238531104742,-25.7463196725448,-24.682524313494504,-12.962299419041058,-25.717099713923254,-15.583307162655949,-27.903033260067584,-9.826984968065481,-14.686052527006531,-13.411219052092788,-24.27903182247254,-7.489149604476101,1.3833148001112069e-05,3.333336144505775e-08,0.0,0.0,7.999983591316541e-07,4.298751499621882e-16,0.0,0.0,7.939930064039959e-07,-2.197935824898686e-12,0.0,0.0,0.0,0.0,0.07353734240057896,0.6000000000000014,-9.284643858737162,0.4188723304224524,-2.0,-16.540257866976333,-6.937562682575547,0.0,415.0,7.936694743206777,-2.3948939151650133,-3.3838539894873136,1.1845062112657223,0.0,5.185655876430265,0.0,89.66761544281024,0.0,5.146728680759489,0.0
1,react,1,416,7.936600790994051,-7.143910352473379,240.0,0.0027145162337345236,21.74778455349748,1.0499902072655778,0.4999953367924565,0.0009999906735869682,0.09999906735848964,2.050529266599864e-10,6.969345689820521e-08,0.009799909013061605,7.511417203905697e-07,0.09999906729029588,2.0505292665963112e-10,3.552864282509401e-22,4.49000557964542e-08,2.4793401101751015e-08,0.009532124216816911,0.0002677752590101958,7.511417203905697e-07,0.0,5.120685685218809e-11,1.128856369212759e-27,3.2436447470208524e-09,3.772098659304104e-20,1.6327592032950322e-09,1.6855916557128894e-24,7.829514838710068e-12,2.1056841709391052e-26,2.4690555187504252e-08,-5.683427861385393,-10.601877720447915,-6.480612613532554,-7.916453992135182,-7.936600790994051,-3.2833336602898644,-2.3949213905559112,-3.383787512665478,-14.482808142914427,-21.8395208078076,-67.60205513381962,-16.296974778566803,-15.816645317243514,-16.814299746884103,-94.00259809533652,-9.293319686832472,-21.51257245811361,-25.74618514558804,-24.682389777666028,-12.962378175609363,-25.716965169223066,-15.58338591035254,-27.902898706495684,-9.827091217768107,-14.686131292446548,-13.411391773231841,-24.278991251214816,-7.489271032079727,1.3866481362527763e-05,3.3333361415694506e-08,0.0,0.0,7.999983595612304e-07,4.2957635909004425e-16,0.0,0.0,7.939908101942519e-07,-2.1962097440175073e-12,0.0,0.0,0.0,0.0,0.07361690431842227,0.5999999999999943,-9.284922834964256,0.4191643971309631,-2.0,-16.540815819430577,-6.937854749284058,0.0,416.0,7.936600790994051,-2.3949213905559112,-3.383787512665478,1.184723230414616,0.0,5.17447614476378,0.0,89.68990519126149,0.0,5.135618663974731,0.0
1,react,1,417,7.9365068203838,-7.143697235055631,240.0,0.0027145162337345137,21.747790735527097,1.0499901982851538,0.4999953325160644,0.0009999906650341834,0.09999906650321108,2.0499926557449958e-10,6.96828828252888e-08,0.009799908929137933,7.514160228244802e-07,0.09999906643505428,2.049992655741444e-10,3.5517402414333895e-22,4.489255634388718e-08,2.4790326481401614e-08,0.009531610857260491,0.00026828852941103193,7.514160228244802e-07,0.0,5.1219648744839444e-11,1.1296925732871833e-27,3.2437532699862775e-09,3.774076247943823e-20,1.6331671826618646e-09,1.686840321281193e-24,7.831471505696914e-12,2.10724417889952e-26,2.4687471141816436e-08,-5.682596115014826,-10.602011399480734,-6.480454454152624,-7.916268353736342,-7.9365068203838,-3.2834276255151753,-2.394948869574823,-3.3837210210741375,-14.482782955947298,-21.839307690389848,-67.60141578156637,-16.29676165227563,-15.816432182078925,-16.814086602846093,-94.0019587075896,-9.293200534640032,-21.512906307770606,-25.746050740291867,-24.682255363496438,-12.962456878857518,-25.716830746180054,-15.583464604727274,-27.902764274579248,-9.827197417782017,-14.686210004568123,-13.411564459452148,-24.278950820017368,-7.48939248170889,1.3899814723914205e-05,3.3333361386441376e-08,0.0,0.0,7.99998359990509e-07,4.2927862700908436e-16,0.0,0.0,7.939886157029006e-07,-2.1944913513367536e-12,0.0,0.0,0.0,0.0,0.07369633731839897,0.5999999999999996,-9.28520172658341,0.4194562355436986,-1.9999999999999858,-16.541373602668926,-6.938146587696802,1.7763568394002505e-15,417.0,7.9365068203838,-2.394948869574823,-3.3837210210741375,1.1849399375818572,0.0,5.163344513508065,0.0,89.71209902774359,0.0,5.12455645874833,0.0
1,react,1,418,7.936412831385502,-7.1434842919000605,240.0,0.0027145162337345098,21.747796918000272,1.0499901893061379,0.4999953282403427,0.0009999906564827402,0.09999906564806658,2.0494564156865665e-10,6.967231971853785e-08,0.009799908845227237,7.516901113997165e-07,0.09999906557994667,2.0494564156830158e-10,3.550615149111205e-22,4.488507218180309e-08,2.4787247536734757e-08,0.00953109748142929,0.0002688018161056804,7.516901113997165e-07,0.0,5.123246332210117e-11,1.1305293732110128e-27,3.243862893228148e-09,3.7760546347606334e-20,1.633575885404156e-09,1.688089876657676e-24,7.833431641653344e-12,2.1088052986601024e-26,2.46843827861497e-08,-5.6817659318610785,-10.60214503268551,-6.480296476285171,-7.916082893224825,-7.936412831385502,-3.283521609128993,-2.394976352218879,-3.3836545147199075,-14.482757980019366,-21.839094747234277,-67.60077695209965,-16.296548700244937,-15.816219221173107,-16.81387363306515,-94.0013198426224,-9.29308157509828,-21.513240080534324,-25.745916456177827,-24.68212107050727,-12.962535529023924,-25.71669644431576,-15.583543246018555,-27.902629963839836,-9.827303568342728,-14.686288663609652,-13.41173711098262,-24.27891052839227,-7.489513953351251,1.3933148085271503e-05,3.333336135729836e-08,0.0,0.0,7.999983604194911e-07,4.2898205959842695e-16,0.0,0.0,7.939864229224048e-07,-2.1927804957669228e-12,0.0,0.0,0.0,0.0,0.07377564188473684,0.5999999999999996,-9.285480534059062,0.419747846615941,-1.9999999999999858,-16.541931217620146,-6.938438198769027,1.7763568394002505e-15,418.0,7.936412831385502,-2.394976352218879,-3.3836545147199075,1.1851563339031312,0.0,5.152260672906397,0.0,89.73419756995844,0.0,5.113541757135161,0.0
1,react,1,419,7.936318824007921,-7.143271522292674,240.0,0.0027145162337345033,21.7478031009162,1.049990180328527,0.4999953239652899,0.000999990647932635,0.09999906479305615,2.0489205451029164e-10,6.966176753729646e-08,0.00979990876132904,7.519639870550237e-07,0.09999906472497301,2.048920545099367e-10,3.5494890108824007e-22,4.4877603253589286e-08,2.478416428370718e-08,0.009530584089397531,0.00026931511901941727,7.519639870550237e-07,0.0,5.124530054047609e-11,1.1313667699498033e-27,3.2439736131932225e-09,3.778033821866088e-20,1.6339853101350931e-09,1.689340323284175e-24,7.835395239929648e-12,2.1103675320222966e-26,2.4681290136407788e-08,-5.680937306130564,-10.602278620294376,-6.480138679210659,-7.915897609883892,-7.936318824007921,-3.283615611122555,-2.395003838485323,-3.3835879936087494,-14.482733214399104,-21.838881977626894,-67.6001386432775,-16.29633592176073,-15.81600643381207,-16.813660836827285,-94.00068149829292,-9.292962807484457,-21.51357377686323,-25.74578229276961,-24.68198689822223,-12.962614126346272,-25.7165622631539,-15.58362183446408,-27.902495773801146,-9.82740966968516,-14.686367269808827,-13.41190972805218,-24.278870375854453,-7.48963544699526,1.3966481446599765e-05,3.333336132826207e-08,0.0,0.0,7.999983608481776e-07,4.286864450998352e-16,0.0,0.0,7.939842318452544e-07,-2.1910771504147188e-12,0.0,0.0,0.0,0.0,0.07385481849928688,0.5999999999999979,-9.28575925785507,0.420039231299306,-2.000000000000014,-16.542488665212176,-6.938729583452411,0.0,419.0,7.936318824007921,-2.395003838485323,-3.3835879936087494,1.1853724205088434,0.0,5.141224315856045,0.0,89.75620143031522,0.0,5.102574253828741,0.0
1,react,1,420,7.936224798257591,-7.143058925517909,240.0,0.002714516233734498,21.74780928427431,1.0499901713523174,0.4999953196909041,0.0009999906393838636,0.09999906393817914,2.0483850426671123e-10,6.965122624087605e-08,0.009799908677444197,7.522376507312622e-07,0.09999906387013272,2.048385042663564e-10,3.5483618320385323e-22,4.4870149502744443e-08,2.4781076738131592e-08,0.009530070681225683,0.00026982843809261395,7.522376507312622e-07,0.0,5.125816035701608e-11,1.132204764487934e-27,3.244085426348819e-09,3.780013811412862e-20,1.6343954554853972e-09,1.6905916626306904e-24,7.83736229396013e-12,2.111930880822712e-26,2.4678193208350464e-08,-5.680110232037979,-10.602412162541443,-6.479981062209478,-7.915712502995916,-7.936224798257591,-3.2837096314893257,-2.395031328372116,-3.3835214577452177,-14.482708658357884,-21.838669380852128,-67.59950085295321,-16.296123316107437,-15.815793819280255,-16.813448213416947,-94.00004367245452,-9.292844231076463,-21.513907397220855,-25.745648249589784,-24.681852846163878,-12.962692671062682,-25.716428202217024,-15.583700370301965,-27.902361703985743,-9.827515722045419,-14.686445823403764,-13.412082310892414,-24.278830361919912,-7.489756962632384,1.3999814807899101e-05,3.3333361299335896e-08,0.0,0.0,7.999983612765695e-07,4.283919952715459e-16,0.0,0.0,7.939820424639231e-07,-2.1893813312678885e-12,0.0,0.0,0.0,0.0,0.07393386764342935,0.6000000000000068,-9.286037898439119,0.42033039054754084,-2.000000000000014,-16.543045946380346,-6.939020742700639,0.0,420.0,7.936224798257591,-2.395031328372116,-3.3835214577452177,1.1855881985293142,0.0,5.130235137879911,0.0,89.77811121598734,0.0,5.09165364613276,0.0
1,react,1,421,7.936130754139931,-7.142846500862367,240.0,0.0027145162337344885,21.747815468074013,1.0499901623775048,0.499995315417184,0.0009999906308364225,0.09999906308343515,2.0478499070537851e-10,6.964069578873725e-08,0.009799908593573018,7.525111033668067e-07,0.09999906301542535,2.047849907050238e-10,3.547233617825012e-22,4.486271087304788e-08,2.477798491568938e-08,0.009529557256970526,0.00027034177326877904,7.525111033668067e-07,0.0,5.127104272926368e-11,1.1330433578175963e-27,3.2441983291874355e-09,3.781994605567432e-20,1.634806320101426e-09,1.6918438961788043e-24,7.839332797254077e-12,2.1134953469124625e-26,2.46750920176064e-08,-5.679284703825508,-10.60254565966088,-6.479823624564592,-7.915527571845686,-7.936130754139931,-3.283803670223884,-2.39505882187744,-3.3834549071328937,-14.482684311171454,-21.838456956196584,-67.59886357898658,-16.295910882571672,-15.815581376864268,-16.813235762120737,-93.99940636296702,-9.292725845155477,-21.51424094207213,-25.74551432616281,-24.681718913856685,-12.962771163411032,-25.716294261029606,-15.583778853770093,-27.90222775391811,-9.827621725659526,-14.686524324632334,-13.412254859735764,-24.27879048610772,-7.489878500255378,1.4033148169169616e-05,3.333336127051475e-08,0.0,0.0,7.99998361704668e-07,4.280984983553223e-16,0.0,0.0,7.939798547709044e-07,-2.187693018738795e-12,0.0,0.0,0.0,0.0,0.07401278979637738,0.5999999999999961,-9.286316456279692,0.4206213253118918,-1.9999999999999716,-16.543603062061436,-6.939311677464974,1.7763568394002505e-15,421.0,7.936130754139931,-2.39505882187744,-3.3834549071328937,1.1858036690901428,0.0,5.119292837098526,0.0,89.799927528968,0.0,5.08077963393347,0.0
1,react,1,422,7.936036691666383,-7.142634247630126,240.0,0.002714516233734484,21.74782165231448,1.0499901534040852,0.4999953111441272,0.0009999906222903086,0.09999906222882363,2.0473151369789713e-10,6.963017614125524e-08,0.009799908509714754,7.527843458774846e-07,0.0999990621608504,2.047315136975425e-10,3.5461043735349777e-22,4.485528730907157e-08,2.4774888832183675e-08,0.009529043816719977,0.00027085512445922116,7.527843458774846e-07,0.0,5.1283947614215397e-11,1.1338825508758848e-27,3.2443123182143875e-09,3.7839762063624e-20,1.6352179026120943e-09,1.6930970253278837e-24,7.841306743237195e-12,2.115060932039905e-26,2.467198657992688e-08,-5.678460715819287,-10.602679111877146,-6.479666365573076,-7.9153428157338155,-7.936036691666383,-3.2838977273147867,-2.3950863189977927,-3.3833883417796997,-14.482660172121019,-21.838244702964346,-67.59822681928986,-16.295698620457518,-15.815369105868196,-16.813023482242752,-93.99876956774266,-9.29260764901414,-21.514574411857847,-25.745380522024213,-24.681585100836173,-12.962849603622757,-25.716160439127176,-15.583857285099903,-27.90209392313376,-9.827727680755451,-14.686602773725976,-13.412427374802224,-24.27875074794194,-7.49000005984928,1.4066481530411418e-05,3.333336124180203e-08,0.0,0.0,7.999983621324741e-07,4.2780606023028276e-16,0.0,0.0,7.939776687588704e-07,-2.1860120339976073e-12,0.0,0.0,0.0,0.0,0.07409158542972527,0.6000000000000014,-9.28659493182473,0.4209120365196739,-2.000000000000014,-16.544160013151526,-6.939602388672772,0.0,422.0,7.936036691666383,-2.3950863189977927,-3.3833883417796997,1.18601883329731,0.0,5.10839711420235,0.0,89.82165096612448,0.0,5.069951919673163,0.0
1,react,1,423,7.93594261084311,-7.142422165116959,240.0,0.002714516233734482,21.747827836995114,1.0499901444320556,0.499995306871732,0.0009999906137455178,0.09999906137434436,2.0467807311368983e-10,6.961966725843398e-08,0.00979990842586923,7.530573791900311e-07,0.09999906130640761,2.0467807311333535e-10,3.5449741043763746e-22,4.4847878755265537e-08,2.477178850316844e-08,0.009528530360531902,0.0002713684916058845,7.530573791900311e-07,0.0,5.129687496984331e-11,1.1347223446456834e-27,3.244427389959756e-09,3.7859586159347607e-20,1.6356302016774693e-09,1.694351051545669e-24,7.843284125484442e-12,2.1166276380388275e-26,2.4668876910813768e-08,-5.677638262328107,-10.602812519420784,-6.479509284526846,-7.915158233954109,-7.93594261084311,-3.28399180275587,-2.3951138197312702,-3.383321761689899,-14.482636240490018,-21.838032620451177,-67.59759057175036,-16.29548652906074,-15.81515700558781,-16.81281137307876,-93.9981332846687,-9.292489641942055,-21.514907807034916,-25.74524683670414,-24.68145140663249,-12.962927991932244,-25.716026736039886,-15.583935664525782,-27.901960211162862,-9.827833587565628,-14.686681170919073,-13.41259985632001,-24.27871114694656,-7.490121641406022,1.409981489162461e-05,3.3333361213192645e-08,0.0,0.0,7.999983625599888e-07,4.275146808964273e-16,0.0,0.0,7.939754844204077e-07,-2.1843384627005322e-12,0.0,0.0,0.0,0.0,0.07417025501704977,0.6000000000000014,-9.286873325534863,0.421202525109571,-1.9999999999999858,-16.544716800571734,-6.939892877262644,0.0,423.0,7.93594261084311,-2.3951138197312702,-3.383321761689899,1.1862336922633823,0.0,5.09754767242457,0.0,89.843282119254,0.0,5.059170208321428,0.0
1,react,1,424,7.93584851167684,-7.142210252624179,240.0,0.0027145162337344746,21.747834022115235,1.049990135461412,0.4999953025999968,0.0009999906052020487,0.09999906051999756,2.0462466882321678e-10,6.960916910059571e-08,0.009799908342036784,7.53330204224205e-07,0.09999906045209721,2.046246688228624e-10,3.5438428155344907e-22,4.484048515646447e-08,2.4768683944131242e-08,0.009528016888469198,0.0002718818746461895,7.53330204224205e-07,0.0,5.130982475435144e-11,1.1355627401030965e-27,3.2445435409748494e-09,3.7879418364013854e-20,1.6360432159649937e-09,1.695605976289777e-24,7.845264937606244e-12,2.1181954667303205e-26,2.4665763025702885e-08,-5.676817337699807,-10.602945882520237,-6.479352380722949,-7.914973825805781,-7.93584851167684,-3.284085896540403,-2.3951413240757136,-3.383255166868068,-14.482612515566304,-21.837820707958397,-67.59695483427203,-16.29527460768266,-15.814945075324436,-16.812599433930085,-93.99749751164916,-9.29237182323381,-21.51524112805567,-25.745113269736624,-24.681317830779676,-12.963006328572211,-25.715893151301774,-15.58401399228045,-27.901826617539452,-9.827939446320634,-14.686759516444337,-13.412772304515107,-24.278671682648877,-7.490243244916743,1.41331482528093e-05,3.3333361184689986e-08,0.0,0.0,7.999983629872131e-07,4.2722436035375587e-16,0.0,0.0,7.939733017481584e-07,-2.1826722492610326e-12,0.0,0.0,0.0,0.0,0.07424879902863957,0.5999999999999979,-9.287151637866707,0.42149279201289147,-1.9999999999999858,-16.54527342523545,-6.940183144165986,0.0,424.0,7.93584851167684,-2.3951413240757136,-3.383255166868068,1.1864482470931133,0.0,5.086744217514108,0.0,89.86482157513666,0.0,5.048434207349225,0.0
1,react,1,425,7.935754394174555,-7.141998509457662,240.0,0.0027145162337344707,21.747840207674287,1.0499901264921507,0.49999529832891987,0.0009999905966598952,0.09999905966578224,2.045713006978417e-10,6.959868162833303e-08,0.009799908258217332,7.536028218940829e-07,0.09999905959791819,2.0457130069748743e-10,3.542710512171557e-22,4.4833106457845954e-08,2.4765575170487074e-08,0.009527503400595928,0.0002723952735159712,7.536028218940829e-07,0.0,5.1322796926193345e-11,1.1364037382204124e-27,3.2446607678311467e-09,3.7899258698661855e-20,1.6364569441500598e-09,1.696861801012071e-24,7.847249173251174e-12,2.1197644199284264e-26,2.4662644939957805e-08,-5.675997936316286,-10.60307920140222,-6.479195653462807,-7.914789590592456,-7.935754394174555,-3.2841800086614037,-2.3951688320288986,-3.3831885573189666,-14.48258899664179,-21.83760896479188,-67.59631960477248,-16.29506285562916,-15.814733314383947,-16.812387664102612,-93.99686224660168,-9.292254192188294,-21.515574375368722,-25.744979820658727,-24.681184372814798,-12.963084613773848,-25.71575968444991,-15.584092268595102,-27.901693141800603,-9.828045257249435,-14.686837810532959,-13.412944719611717,-24.278632354578967,-7.49036487037221,1.4166481613965593e-05,3.333336115629236e-08,0.0,0.0,7.999983634141481e-07,4.269349927231501e-16,0.0,0.0,7.939711207348098e-07,-2.181013348680483e-12,0.0,0.0,0.0,0.0,0.07432721793188612,0.6000000000000014,-9.287429869273403,0.4217828381550035,-2.0000000000000426,-16.5458298880489,-6.940473190308112,0.0,425.0,7.935754394174555,-2.3951688320288986,-3.3831885573189666,1.1866624988845025,0.0,5.075986457709026,0.0,89.88626991558858,0.0,5.037743626702372,0.0
1,react,1,426,7.935660258344436,-7.141786934929729,240.0,0.0027145162337344664,21.747846393671526,1.0499901175242679,0.4999952940584995,0.0009999905881190546,0.09999905881169822,2.0451796861035245e-10,6.958820480259863e-08,0.009799908174410834,7.538752331055434e-07,0.09999905874387041,2.045179686099983e-10,3.541577199440531e-22,4.482574260498424e-08,2.4762462197614393e-08,0.009526989896981983,0.0002729086881452711,7.538752331055434e-07,0.0,5.133579144392481e-11,1.1372453399578148e-27,3.2447790671177547e-09,3.791910718400843e-20,1.6368713849113387e-09,1.6981185271464514e-24,7.849236826083434e-12,2.1213344994245914e-26,2.4659522668905942e-08,-5.67518005259994,-10.603212476290505,-6.479039102053658,-7.914605527623898,-7.935660258344436,-3.2842741391106904,-2.395196343588283,-3.38312193304823,-14.482565683012432,-21.83739739026395,-67.59568488118867,-16.294851272212558,-15.814521722078675,-16.81217606290867,-93.9962274874632,-9.292136748109648,-21.515907549416,-25.744846489011636,-24.681051032279033,-12.963162847766016,-25.715626335025476,-15.584170493698599,-27.9015597834875,-9.828151020578325,-14.686916053413796,-13.413117101830512,-24.27859316226983,-7.49048651776171,1.419981497509359e-05,3.333336112799638e-08,0.0,0.0,7.999983638407948e-07,4.2664668388372844e-16,0.0,0.0,7.939689413731144e-07,-2.1793616953138303e-12,0.0,0.0,0.0,0.0,0.07440551219070635,0.5999999999999943,-9.287708020201926,0.4220726644524646,-2.0,-16.546386189905917,-6.940763016605552,0.0,426.0,7.935660258344436,-2.395196343588283,-3.38312193304823,1.1868764487272065,0.0,5.065274103710255,0.0,89.90762771751419,0.0,5.027098178775553,0.0
1,react,1,427,7.9355661041943,-7.141575528355823,240.0,0.0027145162337344577,21.747852580106233,1.0499901085577605,0.49999528978873414,0.0009999905795795233,0.09999905795774525,2.0446467243406317e-10,6.957773858454406e-08,0.009799908090617511,7.541474387606972e-07,0.09999905788995361,2.0446467243370914e-10,3.5404428824637155e-22,4.4818393543743113e-08,2.4759345040800946e-08,0.009526476377695874,0.00027342211846579,7.541474387606972e-07,0.0,5.134880826643397e-11,1.1380875462772713e-27,3.2448984354445194e-09,3.7938963840770556e-20,1.6372865369380594e-09,1.699376156129344e-24,7.851227889817948e-12,2.1229057070135048e-26,2.465639622778427e-08,-5.674363681001506,-10.60334570740804,-6.47888272580599,-7.91442163621312,-7.9355661041943,-3.284368287880443,-2.3952238587514016,-3.383055294061215,-14.482542573978028,-21.83718598369004,-67.59505066146694,-16.294639856748297,-15.814310297724061,-16.8119646296637,-93.99559323218007,-9.292019490305494,-21.5162406506381,-25.74471327433867,-24.680917808715716,-12.963241030776606,-25.71549310257181,-15.584248667818837,-27.901426542143472,-9.828256736532737,-14.68699424531474,-13.413289451391561,-24.278554105256973,-7.490608187074971,1.4233148336193396e-05,3.333336109980712e-08,0.0,0.0,7.999983642671543e-07,4.263594338354908e-16,0.0,0.0,7.939667636558561e-07,-2.1777172583502507e-12,0.0,0.0,0.0,0.0,0.07448368226667412,0.5999999999999961,-9.287986091097778,0.4223622718176685,-2.0,-16.54694233169758,-6.941052623970756,0.0,427.0,7.9355661041943,-2.3952238587514016,-3.383055294061215,1.1870900977056202,0.0,5.05460686865567,0.0,89.928895552958,0.0,5.016497578386328,0.0
1,react,1,428,7.935471931729248,-7.141364289048958,240.0,0.002714516233734456,21.747858766978016,1.049990099592625,0.49999528551962197,0.0009999905710412994,0.09999905710392284,2.0441141204144716e-10,6.95672829352407e-08,0.009799908006836573,7.544194397646876e-07,0.0999990570361673,2.044114120410932e-10,3.539307566307311e-22,4.481105922007182e-08,2.475622371516889e-08,0.009525962842789374,0.00027393556442493994,7.544194397646876e-07,0.0,5.136184735324455e-11,1.1389303581636482e-27,3.2450188694434768e-09,3.795882869017116e-20,1.6377023989397689e-09,1.7006346894314918e-24,7.85322235826697e-12,2.1244780445327595e-26,2.4653265631664147e-08,-5.67354881597758,-10.6034788949805,-6.47872652402964,-7.914237915671521,-7.935471931729248,-3.284462454965561,-2.3952513775166704,-3.3829886403614253,-14.482519668841398,-21.836974744383177,-67.59441694354636,-16.2944286085494,-15.814099040633128,-16.811753363680733,-93.99495947869133,-9.291902418083748,-21.516573679482754,-25.744580176181696,-24.680784701666706,-12.96331916303446,-25.71535998663076,-15.584326791184655,-27.901293417310395,-9.828362405339917,-14.687072386464628,-13.413461768518602,-24.27851518307715,-7.490729878305279,1.4266481697265116e-05,3.333336107171951e-08,0.0,0.0,7.999983646932275e-07,4.2607324257843728e-16,0.0,0.0,7.93964587575793e-07,-2.1760800630948537e-12,0.0,0.0,0.0,0.0,0.07456172862119814,0.599999999999989,-9.288264082411942,0.4226516611664195,-2.0000000000000284,-16.547498314325964,-6.9413420133195425,0.0,428.0,7.935471931729248,-2.3952513775166704,-3.3829886403614253,1.1873034469048218,0.0,5.043984468094504,0.0,89.95007398915617,0.0,5.005941542749333,0.0
1,react,1,429,7.9353777409574215,-7.141153216333121,240.0,0.0027145162337344486,21.747864954286072,1.0499900906288562,0.4999952812511607,0.0009999905625043778,0.09999905625023055,2.0435818730751111e-10,6.955683781634707e-08,0.009799907923068564,7.546912370088945e-07,0.099999056182511,2.043581873071573e-10,3.53817125604662e-22,4.48037395804883e-08,2.475309823585877e-08,0.009525449292333735,0.0002744490259519925,7.546912370088945e-07,0.0,5.1374908663759524e-11,1.1397737765729885e-27,3.2451403657640296e-09,3.7978701752710703e-20,1.6381189696221314e-09,1.7018941284805142e-24,7.855220225224173e-12,2.126051513765976e-26,2.4650130895635933e-08,-5.672735452044188,-10.603612039227665,-6.478570496043426,-7.914054365320496,-7.9353777409574215,-3.2845566403579,-2.395278899881482,-3.382921971954417,-14.482496966910242,-21.836763671667338,-67.59378372539885,-16.294217526939846,-15.813887950129864,-16.81154226428376,-93.99432622496897,-9.291785530760249,-21.51690663638416,-25.744447194089698,-24.680651710680998,-12.963397244764586,-25.715226986751333,-15.584404864021067,-27.901160408537255,-9.828468027222286,-14.687150477088467,-13.413634053428494,-24.278476395271202,-7.490851591441914,1.429981505830885e-05,3.333336104373354e-08,0.0,0.0,7.999983651190155e-07,4.257880042334494e-16,0.0,0.0,7.939624131257942e-07,-2.1744499987980814e-12,0.0,0.0,0.0,0.0,0.07463965171037046,0.5999999999999996,-9.288541994583682,0.4229408333998137,-2.0000000000000284,-16.54805413866947,-6.941631185552931,1.7763568394002505e-15,429.0,7.9353777409574215,-2.395278899881482,-3.382921971954417,1.1875164973964842,0.0,5.033406619962018,0.0,89.97116358858601,0.0,4.995429791451958,0.0
