sim,state,soln,step,pH,pe,temp(C),Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),rxn_step,pH_punched,logaHS,logaH2S,SR_Hematite
1,react,1,48,8.012887029760146,-7.356383833212307,240.0,1.0499827785404512,0.8261381816651103,0.000999983598609957,0.09999835986099348,3.099407065890478e-06,4.221470859114312e-12,0.023183829179779514,2.6514441420539407e-06,0.09999835972104398,3.099407065888806e-06,1.6721915506029162e-18,2.8590302773932318e-12,1.3624405817210805e-12,0.023121983754611566,6.181585863094827e-05,2.6514441420539407e-06,0.0,2.4337824271425323e-15,3.359757799566387e-32,1.7392724076669436e-13,1.3101330434181139e-24,1.181528244032401e-13,7.900823734888404e-29,8.888915748945617e-16,1.4939292661673953e-30,1.3577558281126312e-12,-6.329979913433394,-6.189314023245941,-5.939082278634955,-7.751925565055856,-8.012887029760146,-3.209632987236192,-2.0179194827376463,-3.083071843613304,-14.54788027754601,-22.051994288546528,-68.2394755760364,-16.305559943133932,-15.621342165638845,-16.415108279107635,-93.8244652728661,-9.432092494517729,-12.988160732761777,-22.096210428589714,-20.828526744495903,-8.896041661700307,-21.659213819881145,-11.313161080271687,-23.641259040981957,-5.791529428384393,-10.823683094709295,-9.679131218612714,-20.759204177334613,-7.035982885495374,0.0,0.0,0.0,0.0,1.835725671198396e-06,1.249791894164796e-09,6.571302934881416e-07,-2.497918979116771e-10,7.787880989589834e-07,1.5466062006186756e-12,0.0,0.0,0.0,0.0,-8.606694709690682,-12.28298739618461,-1.5145149252489887,-3.451868965173425,-2.0000000000000284,-1.0000000000000284,-3.0668213869796768,-1.7763568394002505e-15,48.0,8.012887029760146,-2.0179194827376463,-3.083071843613304,2.47346227143893e-09
1,react,1,49,8.012910989484663,-7.356410191418358,240.0,1.0499827775730812,0.826138180903973,0.000999983597688653,0.09999835976886315,3.099303019113574e-06,4.221939269609752e-12,0.02318364160947367,2.6512508340056913e-06,0.09999835962891229,3.099303019111902e-06,1.6723175372183557e-18,2.8592984902816748e-12,1.362640779328077e-12,0.02312179588779519,6.181615584255881e-05,2.6512508340056913e-06,0.0,2.433751064179882e-15,3.35951058163903e-32,1.7393459794895834e-13,1.3101089251578794e-24,1.181513046125465e-13,7.900242479698827e-29,8.888801537167723e-16,1.4938193973258623e-30,1.3579555951104478e-12,-6.3299778005867555,-6.189329996672375,-5.9391139615932405,-7.751954585638025,-8.012910989484663,-3.209609026674048,-2.0179221451137663,-3.0830984657139524,-14.547858714627775,-22.052020646752577,-68.23955465065455,-16.305586297528105,-15.621368516221137,-16.41513462587805,-93.82454433223674,-9.432094892161635,-12.988166057514077,-22.096247431658085,-20.828563743752397,-8.89605230275075,-21.659250815325755,-11.313171717510253,-23.641296032614697,-5.7915427394347105,-10.823693739571615,-9.679117906724768,-20.75921722365272,-7.035961588146966,0.0,0.0,0.0,0.0,1.8369754631024558e-06,1.249791904059835e-09,6.568805015803343e-07,-2.4979190780735125e-10,7.787896454291918e-07,1.5464702084202027e-12,0.0,0.0,0.0,0.0,-8.606614840875894,-12.282865194899706,-1.5145149252489958,-3.4518846747053047,-2.0000000000000284,-1.0000000000000284,-3.0668056774478245,0.0,49.0,8.012910989484663,-2.0179221451137663,-3.0830984657139524,2.4739171947106064e-09
1,react,1,50,8.012934948624004,-7.356436548966224,240.0,1.049982776605789,0.8261381801428965,0.0009999835967674227,0.09999835967673995,3.0991989772822347e-06,4.222407728483959e-12,0.023183454039172102,2.6510575429091245e-06,0.09999835953678772,3.0991989772805618e-06,1.6724435311295778e-18,2.85956672625342e-12,1.362841002230539e-12,0.02312160802099548,6.181645304176355e-05,2.6510575429091245e-06,0.0,2.433719703652463e-15,3.3592633897964973e-32,1.7394195535328778e-13,1.310084808655077e-24,1.1814978494009276e-13,7.89966128583868e-29,8.888687334286352e-16,1.4937095400764113e-30,1.3581553873720614e-12,-6.329975687836715,-6.189345969949341,-5.939145644084175,-7.751983605657429,-8.012934948624004,-3.209585066697101,-2.0179248075852954,-3.0831250873248237,-14.547837152221748,-22.052047004300444,-68.23963372329816,-16.305612651263946,-15.621394866144954,-16.415160971989838,-93.82462338963225,-9.432097289732553,-12.988171382457102,-22.09628443372783,-20.828600742010124,-8.89606294346061,-21.65928780977146,-11.313182354408086,-23.641333023248368,-5.791556050240146,-10.8237043840935,-9.679104595081732,-20.75923026955755,-7.035940291479163,0.0,0.0,0.0,0.0,1.8382252550164058e-06,1.2497919139500034e-09,6.566307096626365e-07,-2.4979191769773146e-10,7.787911917637885e-07,1.5463345967512814e-12,0.0,0.0,0.0,0.0,-8.60653497353049,-12.282742995891875,-1.5145149252490029,-3.4519003839192735,-2.000000000000057,-1.0000000000000568,-3.066789968233869,-1.7763568394002505e-15,50.0,8.012934948624004,-2.0179248075852954,-3.0831250873248237,2.474372193280774e-09
1,react,1,51,8.012958907177957,-7.356462905854369,240.0,1.0499827756385753,0.8261381793818817,0.0009999835958462672,0.09999835958462444,3.0990949403967616e-06,4.2228762357290484e-12,0.023183266468874534,2.65086426877187e-06,0.09999835944467085,3.0990949403950887e-06,1.6725695323407858e-18,2.8598349852995477e-12,1.363041250429501e-12,0.02312142015421069,6.18167502300366e-05,2.65086426877187e-06,0.0,2.433688345553712e-15,3.359016224038621e-32,1.7394931297913668e-13,1.3100606939101302e-24,1.1814826538555973e-13,7.899080153307698e-29,8.888573140277604e-16,1.4935996944190296e-30,1.3583552048985072e-12,-6.329973575172915,-6.189361943076767,-5.939177326106238,-7.752012625112535,-8.012958907177957,-3.2095611073055608,-2.0179274701522676,-3.0831517084457403,-14.547815590326808,-22.052073361188587,-68.2397127939626,-16.305639004339916,-15.62142121540875,-16.41518731744146,-93.82470244504799,-9.432099687229156,-12.988176707591021,-22.0963214347973,-20.828637739267414,-8.896073583829757,-21.659324803216574,-11.313192990965058,-23.641370012881314,-5.791569360800615,-10.823715028274819,-9.679091283683684,-20.759243315047648,-7.035918995492176,0.0,0.0,0.0,0.0,1.8394750469402466e-06,1.2497919238408072e-09,6.563809177350476e-07,-2.497919275889587e-10,7.787927379627128e-07,1.5461989243077462e-12,0.0,0.0,0.0,0.0,-8.606455107654972,-12.282620799163201,-1.5145149252489816,-3.4519160928138817,-2.0,-1.0,-3.0667742593392173,0.0,51.0,8.012958907177957,-2.0179274701522676,-3.0831517084457403,2.474827267157348e-09
1,react,1,52,8.01298286514536,-7.356489262074752,240.0,1.0499827746714387,0.8261381786209279,0.000999983594925184,0.09999835949251629,3.0989909084600417e-06,4.223344791286083e-12,0.02318307889858304,2.6506710116391167e-06,0.09999835935256132,3.0989909084583693e-06,1.672695540872612e-18,2.8601032673669285e-12,1.363241523919154e-12,0.02312123228743524,6.181704741502233e-05,2.6506710116391167e-06,0.0,2.4336569898497105e-15,3.358769084377762e-32,1.739566708236216e-13,1.31003658092553e-24,1.181467459473013e-13,7.898499082134949e-29,8.888458955017563e-16,1.4934898603591895e-30,1.358555047683991e-12,-6.32997146254165,-6.189377916054312,-5.939209007651755,-7.752041643995476,-8.01298286514536,-3.2095371485005906,-2.0179301328148256,-3.0831783290757073,-14.547794028937254,-22.05209971740897,-68.23979186262373,-16.305665356747976,-15.621447564004491,-16.415213662224883,-93.82478149845984,-9.432102084644571,-12.98818203291615,-22.09635843485777,-20.828674735515563,-8.896084223857525,-21.6593617956524,-11.313203627180503,-23.64140700150482,-5.7915826711155844,-10.823725672114907,-9.679077972531124,-20.75925636011547,-7.035897700187337,0.0,0.0,0.0,0.0,1.8407248388739833e-06,1.249791933736693e-09,6.561311257975624e-07,-2.4979193748516226e-10,7.787942840256058e-07,1.5460628929339995e-12,0.0,0.0,0.0,0.0,-8.606375243252307,-12.282498604725014,-1.5145149252489816,-3.4519318013818534,-1.9999999999999858,-1.0000000000000284,-3.066758550771244,0.0,52.0,8.01298286514536,-2.0179301328148256,-3.0831783290757073,2.4752824163341797e-09
1,react,1,53,8.013006822527082,-7.356515617633661,240.0,1.0499827737043805,0.8261381778600363,0.0009999835940041756,0.09999835940041545,3.0988868814698295e-06,4.223813395207054e-12,0.02318289132829717,2.65047777147294e-06,0.09999835926045912,3.0988868814681566e-06,1.6728215567087445e-18,2.860371572499082e-12,1.3634418227079721e-12,0.023121044420674718,6.18173445906955e-05,2.65047777147294e-06,0.0,2.433625636566805e-15,3.3585219707986914e-32,1.7396402888898394e-13,1.3100124696990306e-24,1.1814522662659597e-13,7.897918072284753e-29,8.888344778602419e-16,1.4933800378901456e-30,1.3587549157369747e-12,-6.329969349985248,-6.189393888882147,-5.939240688726667,-7.752070662312384,-8.013006822527082,-3.209513190281323,-2.017932795572828,-3.0832049492154354,-14.547772468057625,-22.05212607296788,-68.23987092930047,-16.305691708494415,-15.62147391193846,-16.41524000634638,-93.8248605498867,-9.432104481984211,-12.988187358432146,-22.09639543391606,-20.82871173076138,-8.896094863544434,-21.659398787085753,-11.313214263054943,-23.641443989125698,-5.791595981185431,-10.823736315614287,-9.679064661623709,-20.75926940476696,-7.035876405563614,0.0,0.0,0.0,0.0,1.8419746308176112e-06,1.2497919436279203e-09,6.558813338501856e-07,-2.49791947376813e-10,7.7879582995277e-07,1.5459271642686523e-12,0.0,0.0,0.0,0.0,-8.606295380320445,-12.282376412568798,-1.5145149252489531,-3.451947509628887,-1.9999999999999716,-0.9999999999999432,-3.066742842524185,0.0,53.0,8.013006822527082,-2.017932795572828,-3.0832049492154354,2.4757376408337263e-09
1,react,1,54,8.013030779322618,-7.356541972527627,240.0,1.0499827727374003,0.8261381770992053,0.0009999835930832423,0.0999983593083222,3.0987828594265493e-06,4.2242820474686805e-12,0.023182703758014893,2.650284548291374e-06,0.0999983591683645,3.098782859424876e-06,1.6729475798581647e-18,2.8606399006738426e-12,1.363642146794838e-12,0.023120856553923787,6.181764176034562e-05,2.650284548291374e-06,0.0,2.4335942856903387e-15,3.358274883305087e-32,1.7397138717397942e-13,1.309988360231677e-24,1.1814370742273328e-13,7.897337123765632e-29,8.888230610978715e-16,1.493270227013509e-30,1.3589548090563463e-12,-6.329967237480599,-6.189409861560258,-5.939272369327747,-7.7520996800599065,-8.013030779322618,-3.209489232648259,-2.017935458426388,-3.0832315688645267,-14.547750907685465,-22.052152427861845,-68.23994999398236,-16.305718059575764,-15.62150025920719,-16.41526634980249,-93.82493959931814,-9.432106879245113,-12.988192684139236,-22.0964324319684,-20.828748725001105,-8.896105502890192,-21.659435777512858,-11.313224898588082,-23.641480975740187,-5.7916092910099835,-10.823746958772663,-9.679051350961638,-20.759282448998853,-7.035855111621633,0.0,0.0,0.0,0.0,1.843224422771132e-06,1.2497919535208416e-09,6.556315418929153e-07,-2.497919572702637e-10,7.787973757440581e-07,1.5457912880078141e-12,0.0,0.0,0.0,0.0,-8.60621551886066,-12.28225422269945,-1.5145149252489531,-3.451963217551885,-1.9999999999999858,-0.9999999999999432,-3.0667271346012104,0.0,54.0,8.013030779322618,-2.017935458426388,-3.0832315688645267,2.4761929406594844e-09
1,react,1,55,8.013054735531195,-7.356568326750672,240.0,1.0499827717704977,0.8261381763384353,0.0009999835921623815,0.09999835921623629,3.0986788423318626e-06,4.224750748030126e-12,0.023182516187735685,2.650091342127451e-06,0.09999835907627723,3.0986788423301897e-06,1.6730736103372214e-18,2.860908251852964e-12,1.3638424961771624e-12,0.023120668687176153,6.181793892976813e-05,2.650091342127451e-06,0.0,2.4335629371948677e-15,3.3580278219050734e-32,1.7397874567648826e-13,1.3099642525254454e-24,1.1814218833447647e-13,7.896756236596627e-29,8.888116452053449e-16,1.4931604277328941e-30,1.3591547276395243e-12,-6.329965124986985,-6.189425834088446,-5.939304049449312,-7.752128697232223,-8.013054735531195,-3.2094652756021724,-2.0179381213756473,-3.083258188022363,-14.54772934781634,-22.05217878208489,-68.24002905665148,-16.305744409986044,-15.621526605804705,-16.415292692587244,-93.82501864673618,-9.432109276422073,-12.98819801003779,-22.096469429008348,-20.82878571822829,-8.896116141894328,-21.659472766927273,-11.313235533779455,-23.64151796134184,-5.791622600588909,-10.823757601589566,-9.67903804054522,-20.75929549280548,-7.035833818362322,0.0,0.0,0.0,0.0,1.8444742147345494e-06,1.2497919634173628e-09,6.553817499257481e-07,-2.4979196716720844e-10,7.787989213992049e-07,1.5456551468374217e-12,0.0,0.0,0.0,0.0,-8.606135658874674,-12.28213203512477,-1.5145149252489745,-3.451978925145319,-2.0000000000000284,-1.0000000000000284,-3.066711427007834,0.0,55.0,8.013054735531195,-2.0179381213756473,-3.083258188022363,2.4766483158124044e-09
1,react,1,56,8.013078691154618,-7.356594680317216,240.0,1.049982770803672,0.8261381755777257,0.0009999835912415953,0.09999835912415753,3.098574830181924e-06,4.225219497004447e-12,0.023182328617462798,2.64989815289642e-06,0.09999835898419708,3.0985748301802506e-06,1.6731996481065524e-18,2.8611766261345523e-12,1.364042870869895e-12,0.023120480820449093,6.181823608490859e-05,2.64989815289642e-06,0.0,2.4335315911429786e-15,3.3577807865705164e-32,1.7398610440171452e-13,1.3099401465759152e-24,1.181406693648659e-13,7.896175410711773e-29,8.88800230205528e-16,1.4930506400358154e-30,1.359354671501433e-12,-6.329963012603145,-6.189441806467009,-5.939335729104975,-7.752157713843324,-8.013078691154618,-3.209441319141263,-2.0179407844202086,-3.0832848066903438,-14.54770778846106,-22.052205135651434,-68.24010811735113,-16.305770759739673,-15.621552951745423,-16.415319034715044,-93.82509769218416,-9.432111673527706,-12.98820333612687,-22.096506425051402,-20.82882271045843,-8.896126780557925,-21.6595097553445,-11.31324616863014,-23.64155494594615,-5.791635909922896,-10.823768244066075,-9.679024730373731,-20.759308536200543,-7.03581252578346,0.0,0.0,0.0,0.0,1.8457240067078549e-06,1.2497919733054137e-09,6.551319579486925e-07,-2.4979197705557694e-10,7.788004669188937e-07,1.5455196887991012e-12,0.0,0.0,0.0,0.0,-8.60605580035815,-12.28200984982561,-1.5145149252489674,-3.4519946324223767,-1.9999999999999858,-0.9999999999999716,-3.0666957197307134,0.0,56.0,8.013078691154618,-2.0179407844202086,-3.0832848066903438,2.4771037663279795e-09
1,react,1,57,8.013102646191944,-7.35662103322019,240.0,1.049982769836925,0.8261381748170781,0.0009999835903208832,0.09999835903208651,3.0984708229783763e-06,4.2256882943402874e-12,0.023182141047193277,2.6497049806371306e-06,0.0999983588921247,3.098470822976703e-06,1.6733256931850997e-18,2.861445023471679e-12,1.3642432708686084e-12,0.023120292953732857,6.181853323258249e-05,2.6497049806371306e-06,0.0,2.4335002475037413e-15,3.357533777310478e-32,1.7399346334707536e-13,1.309916042384881e-24,1.1813915051239805e-13,7.895594646132189e-29,8.887888160871168e-16,1.4929408639262668e-30,1.359554640637658e-12,-6.329960900281198,-6.189457778695776,-5.9393674082881,-7.752186729886361,-8.013102646191944,-3.209417363266468,-2.0179434475602847,-3.083311424867752,-14.547686229614449,-22.052231488554405,-68.24018717606003,-16.305797108829587,-15.621579297022276,-16.415345376178838,-93.82517673564087,-9.432114070555885,-12.988208662407073,-22.096543420089944,-20.82885970168391,-8.896137418880434,-21.659546742756923,-11.313256803139586,-23.641591929545513,-5.791649219011589,-10.823778886201644,-9.679011420447567,-20.759321579177346,-7.035791233886199,0.0,0.0,0.0,0.0,1.8469737986910521e-06,1.2497919831972762e-09,6.548821659617448e-07,-2.497919869477571e-10,7.788020123028081e-07,1.5453839143939749e-12,0.0,0.0,0.0,0.0,-8.60597594331362,-12.281887666811896,-1.5145149252489603,-3.4520103393767343,-2.0,-1.0,-3.066680012776369,0.0,57.0,8.013102646191944,-2.0179434475602847,-3.083311424867752,2.477559292202556e-09
1,react,1,58,8.013126600642623,-7.356647385455514,240.0,1.0499827688702554,0.8261381740564919,0.000999983589400246,0.09999835894002254,3.098366820722441e-06,4.2261571400110875e-12,0.023181953476928887,2.6495118253721132e-06,0.09999835880005938,3.0983668207207676e-06,1.6734517455838508e-18,2.861713443838849e-12,1.3644436961722388e-12,0.023120105087025267,6.18188303767186e-05,2.6495118253721132e-06,0.0,2.433468906260152e-15,3.357286794130032e-32,1.74000822511144e-13,1.3098919399538052e-24,1.1813763177624798e-13,7.895013942869874e-29,8.887774028439048e-16,1.4928310994065427e-30,1.35975463504714e-12,-6.329958787993539,-6.189473750774578,-5.939399086994722,-7.75221574535734,-8.013126600642623,-3.209393407978341,-2.0179461107959327,-3.083338042554068,-14.547664671273514,-22.052257840789732,-68.24026623276602,-16.3058234572517,-15.62160564163118,-16.415371716974533,-93.825255777094,-9.432116467503082,-12.988213988878343,-22.09658041411957,-20.828896691900326,-8.896148056861525,-21.65958372916013,-11.313267437307468,-23.64162891213551,-5.791662527854747,-10.823789527995945,-9.678998110766951,-20.75933462173205,-7.035769942671175,0.0,0.0,0.0,0.0,1.8482235906841432e-06,1.2497919930910446e-09,6.546323739649028e-07,-2.4979199684194895e-10,7.788035575507713e-07,1.5452479631707208e-12,0.0,0.0,0.0,0.0,-8.60589608774225,-12.281765486088922,-1.5145149252489531,-3.4520260460045264,-1.9999999999999858,-0.9999999999999432,-3.066664306148555,0.0,58.0,8.013126600642623,-2.0179461107959327,-3.083338042554068,2.478014893440235e-09
1,react,1,59,8.013150554507169,-7.35667373702721,240.0,1.0499827679036633,0.8261381732959665,0.000999983588479681,0.0999983588479658,3.098262823412528e-06,4.2266260340506826e-12,0.02318176590666925,2.649318687076297e-06,0.09999835870800126,3.098262823410854e-06,1.67357780529195e-18,2.8619818872640364e-12,1.3646441467866462e-12,0.02311991722032987,6.181912751341081e-05,2.649318687076297e-06,0.0,2.4334375674291287e-15,3.3570398370184647e-32,1.7400818189534463e-13,1.309867839281203e-24,1.1813611315723793e-13,7.894433300899761e-29,8.887659904820748e-16,1.4927213464718792e-30,1.3599546547357321e-12,-6.329956675767612,-6.189489722703556,-5.939430765228678,-7.7522447602601545,-8.013150554507169,-3.209369453276367,-2.01794877412706,-3.083364659749755,-14.547643113441262,-22.052284192361427,-68.2403452874811,-16.30584980501004,-15.621631985576162,-16.415398057106156,-93.82533481655565,-9.432118864372802,-12.988219315540622,-22.09661740714462,-20.82893368111202,-8.896158694501521,-21.659620714558464,-11.313278071134107,-23.64166589372049,-5.7916758364525975,-10.823800169449298,-9.678984801331682,-20.759347663868486,-7.035748652137766,0.0,0.0,0.0,0.0,1.8494733826871252e-06,1.24979200298206e-09,6.543825819581696e-07,-2.4979200673328207e-10,7.788051026629835e-07,1.5451122122707588e-12,0.0,0.0,0.0,0.0,-8.605816233642948,-12.28164330765153,-1.5145149252489745,-3.452041752309505,-2.000000000000014,-0.9999999999999716,-3.0666485998435684,1.7763568394002505e-15,59.0,8.013150554507169,-2.01794877412706,-3.083364659749755,2.478470570058028e-09
1,react,1,60,8.013174507786113,-7.356700087938988,240.0,1.0499827669371482,0.8261381725355019,0.0009999835875591904,0.09999835875591628,3.098158831047318e-06,4.2270949764921534e-12,0.023181578336413773,2.649125565726433e-06,0.09999835861595037,3.098158831045644e-06,1.673703872300141e-18,2.8622503537739623e-12,1.364844622718191e-12,0.023119729353649587,6.181942463912795e-05,2.649125565726433e-06,0.0,2.433406231026375e-15,3.35679290596583e-32,1.7401554150101693e-13,1.3098437403658472e-24,1.1813459465612883e-13,7.893852720198206e-29,8.887545790073511e-16,1.4926116051177938e-30,1.3601546997097847e-12,-6.329954563628222,-6.1895056944828095,-5.9394624429935075,-7.752273774598478,-8.013174507786113,-3.209345499160014,-2.0179514375535885,-3.0833912764552096,-14.547621556120331,-22.052310543273205,-68.24042434021645,-16.305876152108315,-15.621658328860931,-16.41542439657742,-93.82541385403697,-9.432121261168227,-12.988224642393654,-22.096654399169097,-20.82897066932299,-8.896169331800719,-21.65965769895594,-11.3132887046198,-23.641702874304457,-5.791689144805332,-10.823810810562,-9.678971492141535,-20.759360705590115,-7.035727362285337,0.0,0.0,0.0,0.0,1.8507231746999956e-06,1.2497920128703227e-09,6.541327899415476e-07,-2.497920166219682e-10,7.788066476396309e-07,1.5449766474004078e-12,0.0,0.0,0.0,0.0,-8.605736381014289,-12.28152113149442,-1.5145149252489603,-3.4520574582950942,-1.9999999999999858,-0.9999999999999147,-3.0666328938579968,1.7763568394002505e-15,60.0,8.013174507786113,-2.0179514375535885,-3.0833912764552096,2.4789263220748295e-09
1,react,1,61,8.013198460479423,-7.356726438192073,240.0,1.0499827659707117,0.8261381717750985,0.0009999835866387745,0.09999835866387506,3.098054843626628e-06,4.227563967346465e-12,0.0231813907661622,2.6489324613135907e-06,0.09999835852390779,3.0980548436249543e-06,1.6738299466033536e-18,2.8625188433775855e-12,1.3650451239688795e-12,0.023119541486985605,6.181972175243318e-05,2.6489324613135907e-06,0.0,2.4333748970585343e-15,3.35654600096883e-32,1.7402290132863246e-13,1.3098196432075394e-24,1.1813307627324468e-13,7.893272200757714e-29,8.887431684221714e-16,1.4925018753428946e-30,1.3603547699713046e-12,-6.329952451585464,-6.189521666112325,-5.939494120290403,-7.752302788373456,-8.013198460479423,-3.209321545629314,-2.01795410107549,-3.0834178926704254,-14.547599999312022,-22.05233689352629,-68.24050339097569,-16.30590249854775,-15.621684671486713,-16.415450735389552,-93.82549288954162,-9.432123657890616,-12.98822996943747,-22.09669139019424,-20.829007656534486,-8.896179968759125,-21.659694682353773,-11.313299337764555,-23.641739853888645,-5.7917024529129435,-10.823821451334059,-9.678958183196551,-20.759373746898216,-7.035706073113927,0.0,0.0,0.0,0.0,1.8519729667227541e-06,1.2497920227585853e-09,6.53882997915037e-07,-2.497920265105485e-10,7.788081924807822e-07,1.5448411512456047e-12,0.0,0.0,0.0,0.0,-8.605656529856542,-12.28139895761671,-1.5145149252489745,-3.4520731639625026,-2.000000000000014,-1.0000000000000284,-3.066617188190622,0.0,61.0,8.013198460479423,-2.01795410107549,-3.0834178926704254,2.4793821494998854e-09
1,react,1,62,8.013222412585828,-7.356752787776154,240.0,1.0499827650043527,0.8261381710147564,0.0009999835857184324,0.09999835857184079,3.097950861153326e-06,4.228033006539721e-12,0.02318120319591519,2.648739373896447e-06,0.09999835843187214,3.0979508611516517e-06,1.6739560282302792e-18,2.8627873560072084e-12,1.3652456505325124e-12,0.023119353620328503,6.182001886341195e-05,2.648739373896447e-06,0.0,2.433343565480597e-15,3.356299122042096e-32,1.7403026137447239e-13,1.3097955478092524e-24,1.1813155800639937e-13,7.892691742612565e-29,8.887317587100894e-16,1.492392157153664e-30,1.3605548655141073e-12,-6.329950339568481,-6.1895376375917746,-5.939525797109473,-7.752331801575025,-8.013222412585828,-3.209297592685541,-2.017956764692985,-3.0834445083943223,-14.547578443008556,-22.05236324311037,-68.24058243972794,-16.30592884431803,-15.621711013443193,-16.41547707353223,-93.82557192303865,-9.43212605453092,-12.988235296672435,-22.096728380208976,-20.82904464273542,-8.896190605375978,-21.65973166474091,-11.313309970567607,-23.64177683246198,-5.791715760774892,-10.82383209176471,-9.678944874497228,-20.759386787782976,-7.035684784625009,0.0,0.0,0.0,0.0,1.8532227587554063e-06,1.2497920326521419e-09,6.536332058786324e-07,-2.4979203640463446e-10,7.788097371859702e-07,1.5447051880580103e-12,0.0,0.0,0.0,0.0,-8.605576680172728,-12.281276786032,-1.5145149252489603,-3.4520888693021092,-2.000000000000014,-0.9999999999999716,-3.066601482850994,1.7763568394002505e-15,62.0,8.013222412585828,-2.017956764692985,-3.0834445083943223,2.4798380523267306e-09
1,react,1,63,8.013246364106427,-7.356779136699828,240.0,1.049982764038072,0.8261381702544762,0.0009999835847981653,0.09999835847981382,3.0978468836246785e-06,4.228502094141149e-12,0.023181015625673606,2.6485463034234966e-06,0.0999983583398438,3.0978468836230043e-06,1.6740821171575644e-18,2.863055891721993e-12,1.3654462024191568e-12,0.02311916575368748,6.182031596371064e-05,2.6485463034234966e-06,0.0,2.433312236329634e-15,3.35605226916742e-32,1.740376216416353e-13,1.3097714541682915e-24,1.1813003985739315e-13,7.892111345719877e-29,8.887203498846519e-16,1.49228245054197e-30,1.360754986348244e-12,-6.329948227635961,-6.189553608921386,-5.9395574734588905,-7.752360814211585,-8.013246364106427,-3.2092736403275905,-2.017959428405852,-3.0834711236278096,-14.54755688721633,-22.052389592034046,-68.24066148649896,-16.305955189427756,-15.621737354738972,-16.415503411014065,-93.8256509545539,-9.432128451096647,-12.98824062409824,-22.096765369222567,-20.829081627935064,-8.89620124165195,-21.659768646126608,-11.313320603029632,-23.641813810033725,-5.791729068391632,-10.823842731854631,-9.678931566043145,-20.75939982825257,-7.035663496817309,0.0,0.0,0.0,0.0,1.8544725507979463e-06,1.249792042539981e-09,6.533834138323397e-07,-2.497920462926853e-10,7.788112817556082e-07,1.544569638010736e-12,0.0,0.0,0.0,0.0,-8.605496831960192,-12.281154616728786,-1.5145149252489887,-3.4521045743219148,-2.0,-1.0,-3.0665857778311887,0.0,63.0,8.013246364106427,-2.017959428405852,-3.0834711236278096,2.480294030581292e-09
1,react,1,64,8.013270315040154,-7.356805484955059,240.0,1.049982763071868,0.8261381694942569,0.0009999835838779717,0.09999835838779435,3.0977429110428907e-06,4.228971230092149e-12,0.023180828055435834,2.6483532499397183e-06,0.09999835824782295,3.0977429110412165e-06,1.6742082134069676e-18,2.863324450468558e-12,1.365646779623591e-12,0.023118977887053183,6.182061306109019e-05,2.6483532499397183e-06,0.0,2.4332809095705984e-15,3.355805442355534e-32,1.7404498212719215e-13,1.309747362286804e-24,1.181285218245241e-13,7.891531010105082e-29,8.887089419330514e-16,1.492172755512646e-30,1.360955132468507e-12,-6.32994611573338,-6.189569580100919,-5.93958914933101,-7.752389826275262,-8.013270315040154,-3.2092496885565334,-2.0179620922143053,-3.0834977383699638,-14.54753533192945,-22.05241594028928,-68.24074053126466,-16.30598153386889,-15.621763695366013,-16.41552974782701,-93.8257299840632,-9.432130847580822,-12.988245951715083,-22.096802357226345,-20.829118612124745,-8.8962118775864,-21.65980562650219,-11.313331235149985,-23.641850786595214,-5.791742375762723,-10.823853371603176,-9.67891825783473,-20.75941286829938,-7.035642209692018,0.0,0.0,0.0,0.0,1.855722342850379e-06,1.2497920524326905e-09,6.531336217761538e-07,-2.4979205618592427e-10,7.788128261893344e-07,1.544433726174514e-12,0.0,0.0,0.0,0.0,-8.605416985221726,-12.281032449718266,-1.5145149252489745,-3.4521202790145153,-2.0,-1.0,-3.0665700731385988,-1.7763568394002505e-15,64.0,8.013270315040154,-2.0179620922143053,-3.0834977383699638,2.480750084258398e-09
