sim,state,soln,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),rxn_step,pH_user,logaHS-,logaH2S,SR_Hematite,add_Hematite,add_Chalcopyrite(alpha),add_H2S(g),add_Cu(1),add_Au(3),Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
58,i_soln,105802,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,58.0,8.0,-99.99,-99.99,0.0,1.0499031725982395e-05,8.964955189249764e-06,0.0010492877356989574,6.581501094671271e-05,4.747474747474747e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,react,58,1,8.230152966173659,-7.662171163785872,240.0,0.2531414741323539,15.388254072392769,1.0456542189910443,0.49793058047192856,0.0009958611609438548,0.09958611609438689,7.064083280708244e-06,2.5120811989421627e-10,0.09550348284691408,2.328273599188067e-05,0.09958611590044052,7.064083280707491e-06,7.536313766298719e-19,1.5519460410863146e-10,9.601351578558483e-11,0.09541830564220921,8.484811090266293e-05,2.328273599188067e-05,0.0,4.461921616988077e-14,2.998800804570641e-31,5.4801090914764515e-12,1.9592449318005497e-23,1.387710772877044e-12,4.404320956830515e-28,6.5385405640607016e-15,5.358831131497528e-30,9.581130603636036e-11,-6.18325755433251,-5.603345567874052,-4.985401044437006,-7.42797861324366,-8.230152966173659,-2.990393727427174,-1.3881852003518942,-2.670603497641075,-14.415189088501538,-22.35778161912009,-69.15683756775711,-16.820674758648554,-16.345784466094525,-17.34887806450437,-95.57913720435104,-9.518640565282272,-12.228692167990257,-23.28482535350396,-22.226469154351214,-9.988196740982053,-23.26648371467751,-12.614643644494489,-25.45785642071938,-5.8352952553982576,-11.706510689049981,-10.133392068203324,-21.519252357498786,-6.1889826666960905,0.0,0.0,0.0,0.0,0.0015256804486934008,-1.6458682927063435e-05,0.0005989666662509766,1.645868042689019e-05,0.00010972151012149964,6.083674356338175e-07,0.0,0.0,0.0,0.0,-5.3381797774209385,-7.292680265317696,-2.0145149252489674,-1.0841561863473927,-1.4210854715202004e-14,-2.842170943040401e-14,-3.43453416580574,0.0,58.0,8.230152966173659,-1.3881852003518942,-2.670603497641075,4.5900796586728576e-06,1.0499031725982395e-05,8.964955189249764e-06,0.0010492877356989574,6.581501094671271e-05,4.747474747474747e-07,0.0,68.28239671725692,26.806976231744972,0.0,0.0,4.910627050998116,0.0
59,i_soln,105901,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,59.0,8.0,-99.99,-99.99,0.0,1.0472220208669686e-05,9.194959363184047e-06,0.0010383351809720633,6.550258739014532e-05,4.7138047138047126e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,i_soln,105902,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,59.0,8.0,-99.99,-99.99,0.0,1.0472220208669686e-05,9.194959363184047e-06,0.0010383351809720633,6.550258739014532e-05,4.7138047138047126e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,react,59,1,8.232275991962851,-7.6644064692103875,240.0,0.2531428553373761,15.388511243322695,1.0455846846929338,0.4978974689013998,0.0009957949378027976,0.09957949378028111,7.044150356786464e-06,2.536939948029901e-10,0.09546450872095152,2.314960734534369e-05,0.09957949358625465,7.044150356785705e-06,7.589019259930517e-19,1.5645883382319729e-10,9.723516097979275e-11,0.09537912199612793,8.505800969687725e-05,2.314960734534369e-05,0.0,4.453987571561238e-14,2.978075102627895e-31,5.4972919155353116e-12,1.9552554175463076e-23,1.385196608844228e-12,4.373675826271843e-28,6.5263984514925035e-15,5.321377949264833e-30,9.703137424118801e-11,-6.182154300269881,-5.604595317619866,-4.987887332329832,-7.430339409902331,-8.232275991962851,-2.9882697124904345,-1.388310691586047,-2.6728520146644144,-14.413176364052577,-22.360016924544606,-69.16354348403064,-16.822933184592348,-16.34806601255759,-17.351182731486716,-95.58593560270171,-9.51875185577005,-12.228943150458576,-23.288082546725267,-22.229749468091796,-9.98924174929812,-23.269787148937368,-12.615711773329835,-25.461182975498517,-5.836419513909931,-11.70753257684677,-10.132266820544098,-21.520362415264078,-6.186985132141069,0.0,0.0,0.0,0.0,0.001509299912363583,-1.6380536329817664e-05,0.0006153472000676467,1.6380533816670096e-05,0.00011032502661568678,6.035164941871487e-07,0.0,0.0,0.0,0.0,-5.331431258908207,-7.28244570248704,-2.0145149252489603,-1.0853927244943478,1.4210854715202004e-14,5.684341886080802e-14,-3.433297627658738,0.0,59.0,8.232275991962851,-1.388310691586047,-2.6728520146644144,4.661962127306824e-06,1.0472220208669686e-05,9.194959363184047e-06,0.0010383351809720633,6.550258739014532e-05,4.7138047138047126e-07,0.0,67.53103924629728,27.53265641736617,0.0,0.0,4.936304336336555,0.0
60,i_soln,106001,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,60.0,8.0,-99.99,-99.99,0.0,1.0443733500277627e-05,9.432040038787687e-06,0.0010270456507438866,6.51706435226296e-05,4.68013468013468e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,i_soln,106002,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,60.0,8.0,-99.99,-99.99,0.0,1.0443733500277627e-05,9.432040038787687e-06,0.0010270456507438866,6.51706435226296e-05,4.68013468013468e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,react,60,1,8.234385482648282,-7.666627891152695,240.0,0.2531442266096625,15.38876745477983,1.0455155142767079,0.4978645306079589,0.0009957290612159157,0.09957290612159296,7.024389738271741e-06,2.561915667688442e-10,0.0954257374927799,2.3018008410811065e-05,0.09957290592748651,7.024389738270977e-06,7.641762803412494e-19,1.577269793963392e-10,9.846458737250501e-11,0.09534014275483464,8.526639996308417e-05,2.3018008410811065e-05,0.0,4.446129343130297e-14,2.9576283576967885e-31,5.51443271245276e-12,1.9513026715230813e-23,1.3827064523611675e-12,4.343444323915629e-28,6.5143721283069016e-15,5.2844312875774176e-30,9.825922115861424e-11,-6.181061517945098,-5.6058378523666175,-4.990359140144163,-7.432686024780651,-8.234385482648282,-2.98615923814741,-1.3884358845220568,-2.6750866982858525,-14.411176837308835,-22.362238346486915,-69.17020774985757,-16.8251776048266,-16.35033343108379,-17.353473148304854,-95.5926918616964,-9.518862803369334,-12.229193536330607,-23.29131911583424,-22.23300903549271,-9.990279894756728,-23.27306971463023,-12.616772917080384,-25.46448853948332,-5.837536855720657,-11.708547724013435,-10.131148495075795,-21.52146551173808,-6.185000834391651,0.0,0.0,0.0,0.0,0.0014930024039830176,-1.629750838056548e-05,0.0006316447059230724,1.629750585542566e-05,0.00011092366545420302,5.986388385162362e-07,0.0,0.0,0.0,0.0,-5.324724257071072,-7.272273760303262,-2.0145149252489745,-1.0866219975619273,0.0,-2.842170943040401e-14,-3.4320683545911512,-1.7763568394002505e-15,60.0,8.234385482648282,-1.3884358845220568,-2.6750866982858525,4.734517682856525e-06,1.0443733500277627e-05,9.432040038787687e-06,0.0010270456507438866,6.51706435226296e-05,4.68013468013468e-07,0.0,66.78394709925476,28.25429250036936,0.0,0.0,4.961760400375879,0.0
61,i_soln,106101,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,61.0,8.0,-99.99,-99.99,0.0,1.0413466934400372e-05,9.676414937656864e-06,0.0010154087773430209,6.481795970969332e-05,4.6464646464646455e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,i_soln,106102,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,61.0,8.0,-99.99,-99.99,0.0,1.0413466934400372e-05,9.676414937656864e-06,0.0010154087773430209,6.481795970969332e-05,4.6464646464646455e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,react,61,1,8.236480741233198,-7.66883465392301,240.0,0.2531455879594351,15.38902264412523,1.0454467294253253,0.4978317759168246,0.0009956635518336469,0.0995663551833658,7.004806870644294e-06,2.5869977847035843e-10,0.09538718140173574,2.2887967444823802e-05,0.09956635498917951,7.004806870643525e-06,7.694522916866257e-19,1.589984955209248e-10,9.970128294943362e-11,0.09530138017379203,8.547326538617277e-05,2.2887967444823802e-05,0.0,4.438348683267578e-14,2.9374634311350667e-31,5.531524459241847e-12,1.9473877792703316e-23,1.3802408585070395e-12,4.313630633846951e-28,6.502464276475744e-15,5.247996219903947e-30,9.949433543731169e-11,-6.179979230793246,-5.607072755785018,-4.992815601749064,-7.435017636968269,-8.236480741233198,-2.9840630016956355,-1.3885607339393555,-2.6773068062880725,-14.4091911271756,-22.36444510925723,-69.1768280381685,-16.82740723647369,-16.35258593160766,-17.3557485177055,-95.59940362551443,-9.518973329687874,-12.229443235165231,-23.294533952065137,-22.236246740600386,-9.991310837094087,-23.27633028861468,-12.61782672829452,-25.467771982344548,-5.838646909721774,-11.709555797474017,-10.130037463207827,-21.52256124264043,-6.183030425224025,0.0,0.0,0.0,0.0,0.0014767931098836097,-1.6209294099407906e-05,0.0006478539974864165,1.62092915633441e-05,0.00011151739829796398,5.937328437609623e-07,0.0,0.0,0.0,0.0,-5.3180609994638885,-7.262167858640522,-2.0145149252489887,-1.0878435557484991,-1.4210854715202004e-14,-2.842170943040401e-14,-3.4308467964046416,0.0,61.0,8.236480741233198,-1.3885607339393555,-2.6773068062880725,4.807718162016103e-06,1.0413466934400372e-05,9.676414937656864e-06,0.0010154087773430209,6.481795970969332e-05,4.6464646464646455e-07,0.0,66.0413447284577,28.9716608882891,0.0,0.0,4.986994383253183,0.0
62,i_soln,106201,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,62.0,8.0,-99.99,-99.99,0.0,1.0381309305045853e-05,9.928308479993308e-06,0.0010034138741175718,6.444324011376238e-05,4.612794612794613e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,i_soln,106202,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,62.0,8.0,-99.99,-99.99,0.0,1.0381309305045853e-05,9.928308479993308e-06,0.0010034138741175718,6.444324011376238e-05,4.612794612794613e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,react,62,1,8.238561032298623,-7.6710259395935365,240.0,0.2531469393975526,15.389276744828354,1.045378353174638,0.4977992157974498,0.0009955984315948969,0.09955984315949096,6.985407507151662e-06,2.612174832980408e-10,0.09534885345075213,2.275951444277067e-05,0.09955984296522505,6.985407507150887e-06,7.747276652842678e-19,1.6027279468026786e-10,1.0094468861777296e-10,0.0952628472728921,8.567858880869325e-05,2.275951444277067e-05,0.0,4.4306474487076044e-14,2.917583428578948e-31,5.5485597072752435e-12,1.9435118861274993e-23,1.3778004158014742e-12,4.284239300887677e-28,6.490677740228649e-15,5.212078260223289e-30,1.0073615869476896e-10,-6.178907467378217,-5.6082995880714295,-4.995255803091209,-7.437333380474591,-8.238561032298623,-2.981981738873656,-1.388685191775163,-2.6795115551893005,-14.40721988720217,-22.366636394927756,-69.18340189518008,-16.829621253969165,-16.35482268092808,-17.35800799885088,-95.60606840982581,-9.519083352536422,-12.229692150836842,-23.29772588617542,-22.239461406535614,-9.992334217358792,-23.279567686374858,-12.618872840384174,-25.47103211192968,-5.8397492841723775,-11.710556445913772,-10.128934117000652,-21.52364918210378,-6.181074591994403,0.0,0.0,0.0,0.0,0.0014606775404324408,-1.6115569451168868e-05,0.0006639695643917548,1.611556690533835e-05,0.00011210619507608894,5.887967781249528e-07,0.0,0.0,0.0,0.0,-5.311443837490581,-7.252131606953739,-2.0145149252489674,-1.0890569248042468,-4.263256414560601e-14,-8.526512829121202e-14,-3.4296334273489197,0.0,62.0,8.238561032298623,-1.388685191775163,-2.6795115551893005,4.88153224631816e-06,1.0381309305045853e-05,9.928308479993308e-06,0.0010034138741175718,6.444324011376238e-05,4.612794612794613e-07,0.0,65.30347090568989,29.684523743470276,0.0,0.0,5.012005350839839,0.0
63,i_soln,106301,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,63.0,8.0,-99.99,-99.99,0.0,1.0347142458040596e-05,1.0187951990699256e-05,0.000991049925621131,6.404510793296945e-05,4.5791245791245785e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,i_soln,106302,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,63.0,8.0,-99.99,-99.99,0.0,1.0347142458040596e-05,1.0187951990699256e-05,0.000991049925621131,6.404510793296945e-05,4.5791245791245785e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,react,63,1,8.240625579607503,-7.673200885380028,240.0,0.25314828093554925,15.389529686225297,1.04531040999785,0.49776686190374125,0.0009955337238074806,0.0995533723807493,6.966197728253393e-06,2.6374343940832136e-10,0.09531076745403019,2.2632681251136408e-05,0.09955337218640406,6.966197728252613e-06,7.799999503487194e-19,1.6154924440627416e-10,1.0219419500204723e-10,0.09522455788421588,8.588235214214902e-05,2.2632681251136408e-05,0.0,4.423027608072146e-14,2.8979917153365108e-31,5.565530556055799e-12,1.9396762010285413e-23,1.3753857483413775e-12,4.25527525329889e-28,6.479015536411242e-15,5.176683390722234e-30,1.0198408231615162e-10,-6.1778462618355,-5.609517884484147,-4.99767877922204,-7.439632341433253,-8.240625579607503,-2.9799162262580494,-1.388809206947332,-2.68170011767036,-14.405263807757448,-22.368811340714245,-69.18992673253958,-16.83181878641526,-16.357042800033778,-17.360250704616174,-95.6126835938237,-9.519192785707304,-12.22994018118116,-23.300893684689868,-22.24265179170967,-9.993349656746352,-23.282780658208512,-12.619910866431338,-25.474267670422936,-5.840843565412911,-11.71154929864173,-10.127838870453399,-21.524728881343023,-6.179134059857712,0.0,0.0,0.0,0.0,0.0014446615502776345,-1.601599015480632e-05,0.0006799855519922191,1.6015987600464274e-05,0.00011269002387403915,5.838287979502096e-07,0.0,0.0,0.0,0.0,-5.304875254127161,-7.242168816084357,-2.0145149252489745,-1.0902616045223184,0.0,2.842170943040401e-14,-3.4284287476307833,1.7763568394002505e-15,63.0,8.240625579607503,-1.388809206947332,-2.68170011767036,4.955925233610404e-06,1.0347142458040596e-05,1.0187951990699256e-05,0.000991049925621131,6.404510793296945e-05,4.5791245791245785e-07,0.0,64.57057961432685,30.392628095533887,0.0,0.0,5.036792290139273,0.0
64,i_soln,106401,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,64.0,8.0,-99.99,-99.99,0.0,1.0310840856905422e-05,1.0455583911813236e-05,0.000978305577496813,6.362210034248273e-05,4.5454545454545447e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,i_soln,106402,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,64.0,8.0,-99.99,-99.99,0.0,1.0310840856905422e-05,1.0455583911813236e-05,0.000978305577496813,6.362210034248273e-05,4.5454545454545447e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,react,64,1,8.242673563550081,-7.675358580801274,240.0,0.25314961258568786,15.389781393263833,1.0452429258952736,0.49773472661680035,0.0009954694532335992,0.0995469453233609,6.94718396237314e-06,2.662763033962806e-10,0.09527293808768436,2.2507501690161046e-05,0.09954694512893672,6.947183962372356e-06,7.852665302822495e-19,1.6282716435213605e-10,1.0344913904414454e-10,0.09518652670269614,8.608453634881013e-05,2.2507501690161046e-05,0.0,4.415491248571645e-14,2.8786919329070587e-31,5.582428624718652e-12,1.9358820005619865e-23,1.3729975179334969e-12,4.226743827145674e-28,6.4674808648418584e-15,5.141818091520672e-30,1.0323744405753523e-10,-6.1767956539571,-5.610727153784756,-5.0000835110824,-7.441913555074059,-8.242673563550081,-2.9778672838192968,-1.3889327251668844,-2.6838716198324946,-14.40332361830119,-22.37096903613549,-69.1963998188033,-16.83399891471058,-16.359245361203175,-17.362475698659644,-95.61924641158375,-9.519301538689797,-12.230187217620243,-23.304036045846704,-22.245816585740577,-9.994356755356018,-23.2859678851135,-12.62094039791508,-25.477477330201996,-5.841929316493967,-11.71253396437732,-10.126752160876164,-21.525799867187025,-6.177209594134666,0.0,0.0,0.0,0.0,0.001428751359859208,-1.5910190418426525e-05,0.0006958957398491497,1.5910187856930588e-05,0.00011326885081135597,5.7882693731682e-07,0.0,0.0,0.0,0.0,-5.298357872152279,-7.232283510891449,-2.014514925248953,-1.0914570670820112,2.842170943040401e-14,5.684341886080802e-14,-3.4272332850710523,0.0,64.0,8.242673563550081,-1.3889327251668844,-2.6838716198324946,5.030858795343026e-06,1.0310840856905422e-05,1.0455583911813236e-05,0.000978305577496813,6.362210034248273e-05,4.5454545454545447e-07,0.0,63.84294099728846,31.09570489845881,0.0,0.0,5.061354104252727,0.0
