sim,state,soln,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),rxn_step,pH_user,logaHS-,logaH2S,SR_Hematite,add_Hematite,add_Chalcopyrite(alpha),add_H2S(g),add_Cu(1),add_Au(3),Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
22,i_soln,102201,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,22.0,8.0,-99.99,-99.99,0.0,1.0879731177759334e-05,4.0004139790699216e-06,0.0012856939207186787,7.02511446917815e-05,5.959595959595959e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,i_soln,102202,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,22.0,8.0,-99.99,-99.99,0.0,1.0879731177759334e-05,4.0004139790699216e-06,0.0012856939207186787,7.02511446917815e-05,5.959595959595959e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,react,22,1,8.151380351523184,-7.58577479700764,240.0,0.253085083683881,15.378734580521385,1.0482895222447612,0.49918548678322083,0.0009983709735664394,0.09983709735664414,7.070835206249282e-07,1.9687158212964247e-09,0.09694016018043036,2.835021863339793e-05,0.09983709715974456,7.070835206248763e-07,5.175733864209744e-20,1.3022652409309332e-09,6.664505803654915e-10,0.09687122675204175,6.860052408884089e-05,2.835021863339793e-05,0.0,5.369144514073634e-13,4.303945255910333e-30,5.495957062324052e-11,2.344745492912046e-22,1.6720181242641212e-11,6.332480068189578e-27,7.891734187458454e-14,7.714114416603267e-29,6.647687606837639e-10,-6.276704658143405,-6.60213309852989,-4.900032388745501,-7.347096102008784,-8.151380351523184,-3.069204004737426,-1.3836990558952489,-2.5873447385339503,-14.496413276343814,-22.28138525234186,-68.92764846742239,-16.743400775274054,-16.26763286612376,-17.269848847937336,-95.34643763763127,-9.521054475814296,-14.309525988409122,-24.215311189698596,-23.156077373949575,-10.994201327358649,-24.195214317679607,-13.619770614274818,-26.385709407125212,-6.838568930510753,-12.713392892022842,-11.219962165082705,-22.52942608759994,-6.263269136889922,0.0,0.0,0.0,0.0,0.0020529824981257785,7.023956757200127e-05,0.0,0.0,8.549241164343261e-05,1.3293714764715456e-07,7.166289714260603e-05,-7.023951066874426e-05,0.0,0.0,-3.498262933389535,-4.530409920068454,-4.104321034581055,-7.105427357601002e-15,-1.4210854715202004e-14,-4.179612218664175,-4.518690352153101,0.0,22.0,8.151380351523184,-1.3836990558952489,-2.5873447385339503,0.0003174951289000307,1.0879731177759334e-05,4.0004139790699216e-06,0.0012856939207186787,7.02511446917815e-05,5.959595959595959e-07,3.242462841841488,92.88934344751884,0.0,0.0,0.0,3.868193710639678,0.0
23,i_soln,102301,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,23.0,8.0,-99.99,-99.99,0.0,1.0876705868369586e-05,4.07767490682529e-06,0.0012820148373132922,7.021589200883041e-05,5.925925925925925e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,i_soln,102302,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,23.0,8.0,-99.99,-99.99,0.0,1.0876705868369586e-05,4.07767490682529e-06,0.0012820148373132922,7.021589200883041e-05,5.925925925925925e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,react,23,1,8.150680943035267,-7.579077920242137,240.0,0.25308682603348165,15.37893178947546,1.048214591365059,0.4991498054119337,0.0009982996108238652,0.09982996108238676,7.178141044847128e-07,1.9176872743507163e-09,0.09693323087510268,2.8779255564985898e-05,0.09982996089085183,7.178141044846596e-07,5.3126222278551123e-20,1.2632869898565778e-09,6.544002844941388e-10,0.09685641766657786,7.647101041588246e-05,2.8779255564985898e-05,0.0,5.224782488456222e-13,4.25327157113285e-30,5.3396934283370195e-11,2.3134297687377273e-22,1.6269976736041747e-11,6.2575942632387834e-27,7.678851565903558e-14,7.62260569139481e-29,6.527462096050984e-10,-6.229505148809087,-6.595605880679901,-4.893505170895498,-7.340484054701037,-8.150680943035267,-3.069902412960519,-1.3837838853530062,-2.5867301595037944,-14.491113216024493,-22.274688375576353,-68.90755783712588,-16.736729347736635,-16.260986887814425,-17.263228318856086,-95.3264488042471,-9.515056007271882,-14.297086131739244,-24.201942885395678,-23.14273451887474,-10.987555349049316,-24.181896911832855,-13.613150085193572,-26.372417450506546,-6.831956883203006,-12.706721464485426,-11.213963696540299,-22.51673074229203,-6.264053374835601,0.0,0.0,0.0,0.0,0.0021231875906456616,7.020509251988308e-05,0.0,0.0,8.565320662996612e-05,1.6079498653351094e-07,1.4578555972240625e-06,-7.020504154538197e-05,0.0,0.0,-3.5127131852708615,-4.558083266300445,-4.091711518995723,7.105427357601002e-15,-1.4210854715202004e-14,-4.154393187493525,-4.518690352153103,1.7763568394002505e-15,23.0,8.150680943035267,-1.3837838853530062,-2.5867301595037944,0.00030710494869508516,1.0876705868369586e-05,4.07767490682529e-06,0.0012820148373132922,7.021589200883041e-05,5.925925925925925e-07,0.0659574033277903,96.0588555707634,0.0,0.0,0.0,3.8751870259088177,0.0
24,i_soln,102401,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,24.0,8.0,-99.99,-99.99,0.0,1.0873491536805411e-05,4.157312909200152e-06,0.001278222560136616,7.017843672841666e-05,5.892255892255892e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,i_soln,102402,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,24.0,8.0,-99.99,-99.99,0.0,1.0873491536805411e-05,4.157312909200152e-06,0.001278222560136616,7.017843672841666e-05,5.892255892255892e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,react,24,1,8.153199592583242,-7.581589684165016,240.0,0.2530885583052237,15.379215017629098,1.04813962324326,0.4991141063063154,0.000998228212612629,0.09982282126126296,7.8189413745162e-06,1.7739936768196692e-10,0.09689554679525612,2.859260602141835e-05,0.09982282106976051,7.818941374515615e-06,5.856130982235537e-19,1.1661842013475925e-10,6.078094754720765e-11,0.09681831167824347,7.689317188096566e-05,2.859260602141835e-05,0.0,4.7689553192363904e-14,3.8597787286664775e-31,4.902303418998897e-12,2.1116320900732428e-23,1.484998940827174e-12,5.67838299803081e-28,7.0083247136464695e-15,6.91681222825798e-30,6.06282022021333e-11,-6.227081926213231,-5.55849919247565,-4.896326646678559,-7.343150674554003,-8.153199592583242,-3.0673826774182404,-1.3839387412830921,-2.589403664981859,-14.488585508862819,-22.277200139499236,-68.91509312889454,-16.739266028494832,-16.263548485407938,-17.265814833284914,-95.33408376335701,-9.515048035652486,-12.220199249852689,-23.167063166089434,-22.107879716403815,-9.950188782655513,-23.147067026197245,-12.575808435635082,-25.337612481706252,-5.79469533906866,-11.669329981256308,-10.174027560933586,-21.47930637060819,-6.261689581217725,0.0,0.0,0.0,0.0,0.0021092459256889583,-1.3941664956703369e-05,1.5401263793330777e-05,1.5401263793330777e-05,8.642735111246659e-05,7.741444825004704e-07,0.0,-1.4578555972240625e-06,0.0,0.0,-5.581886004600429,-7.661849923917039,-2.0145149252489674,-1.0399281639872768,4.263256414560601e-14,5.684341886080802e-14,-3.4787621881657884,0.0,24.0,8.153199592583242,-1.3839387412830921,-2.589403664981859,2.6188703298513057e-06,1.0873491536805411e-05,4.157312909200152e-06,0.001278222560136616,7.017843672841666e-05,5.892255892255892e-07,0.0,95.39460958749919,0.6965510891002346,0.0,0.0,3.9088393234005827,0.0
25,i_soln,102501,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,25.0,8.0,-99.99,-99.99,0.0,1.087007637290864e-05,4.239401121269518e-06,0.0012743136065739757,7.013864123163649e-05,5.858585858585858e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,i_soln,102502,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,25.0,8.0,-99.99,-99.99,0.0,1.087007637290864e-05,4.239401121269518e-06,0.0012743136065739757,7.013864123163649e-05,5.858585858585858e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,react,25,1,8.155537235458606,-7.584021056818323,240.0,0.25309028050026905,15.379484678725188,1.0480646746570152,0.4990784165033418,0.000998156833006681,0.09981568330066826,7.795044033831061e-06,1.7923470571092664e-10,0.09685360180487879,2.8416826392415335e-05,0.09981568310910804,7.795044033830472e-06,5.901162787088476e-19,1.1760539806180974e-10,6.16293076491169e-11,0.0967761118583356,7.714836097921532e-05,2.8416826392415335e-05,0.0,4.7590183556331185e-14,3.8301979681008924e-31,4.918606029215211e-12,2.106777460303326e-23,1.481850193667174e-12,5.634578047083383e-28,6.993120547769726e-15,6.863218097960976e-30,6.147525923829738e-11,-6.225611025604399,-5.559849845962081,-4.8990004620635155,-7.345703268573139,-8.155537235458606,-3.0650439552121713,-1.38405996264892,-2.59186252922305,-14.486339437103984,-22.27963151215254,-68.92238724685446,-16.74172237179631,-16.26602979935759,-17.268321117882742,-95.34147776390961,-9.51514068609972,-12.220441692584346,-23.17062772014569,-22.111469241108246,-9.951346934706635,-23.15068152154985,-12.57699155833438,-25.34125194770703,-5.795924771189256,-11.670463162659255,-10.172797049482288,-21.480507231810204,-6.259473159708176,0.0,0.0,0.0,0.0,0.0020917054177335493,-1.754050795540899e-05,3.294176989730358e-05,1.7540506103972802e-05,8.718726558994137e-05,7.599144774747806e-07,0.0,0.0,0.0,0.0,-5.574506173884808,-7.650686987731021,-2.0145149252489816,-1.0412513258858453,-1.4210854715202004e-14,-2.842170943040401e-14,-3.4774390262672554,0.0,25.0,8.155537235458606,-1.38405996264892,-2.59186252922305,2.6637522288755015e-06,1.087007637290864e-05,4.239401121269518e-06,0.0012743136065739757,7.013864123163649e-05,5.858585858585858e-07,0.0,94.56880530492155,1.4893415666500245,0.0,0.0,3.941853128428413,0.0
26,i_soln,102601,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,26.0,8.0,-99.99,-99.99,0.0,1.0866447828619124e-05,4.324014928243562e-06,0.0012702843868616462,7.009635930111864e-05,5.824915824915824e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,i_soln,102602,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,26.0,8.0,-99.99,-99.99,0.0,1.0866447828619124e-05,4.324014928243562e-06,0.0012702843868616462,7.009635930111864e-05,5.824915824915824e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,react,26,1,8.157872678681798,-7.586451365746775,240.0,0.25309199261983845,15.379754256961577,1.0479897867984964,0.499042755618333,0.0009980855112366631,0.09980855112366646,7.771231973738606e-06,1.810905671824934e-10,0.09681168857383994,2.824215425041289e-05,0.09980855093204734,7.771231973738011e-06,5.946496441084308e-19,1.186017744659445e-10,6.248879271654894e-11,0.09673394502215583,7.740232758328195e-05,2.824215425041289e-05,0.0,4.749131924274624e-14,3.800877097048883e-31,4.934968816824213e-12,2.1019416896964974e-23,1.4787174778302655e-12,5.5911601152842785e-28,6.977993851999671e-15,6.810099339866467e-30,6.233343112701595e-11,-6.22415174346618,-5.561199889001015,-4.901673866228434,-7.34825512511982,-8.157872678681798,-3.0627074339451426,-1.3841815102671462,-2.5943195200644666,-14.48409670349838,-22.282061821080994,-68.92967817363981,-16.744177629595562,-16.26851000602764,-17.27082627342359,-95.34886848617818,-9.515234473761145,-12.220684787820835,-23.174189925747424,-22.11505639558078,-9.952503780250717,-23.154293624893185,-12.57817335274926,-25.34488899992116,-5.797153266609968,-11.671595059332539,-10.171567476017744,-21.481707967274108,-6.257259264103224,0.0,0.0,0.0,0.0,0.002074175500646922,-1.7529917086627194e-05,5.0471685111677756e-05,1.7529915214374177e-05,8.794272998807585e-05,7.554643981344788e-07,0.0,0.0,0.0,0.0,-5.567131967228995,-7.639531351063956,-2.014514925249003,-1.0425746870118289,0.0,-2.842170943040401e-14,-3.476115665141289,0.0,26.0,8.157872678681798,-1.3841815102671462,-2.5943195200644666,2.709368222521555e-06,1.0866447828619124e-05,4.324014928243562e-06,0.0012702843868616462,7.009635930111864e-05,5.824915824915824e-07,0.0,93.74423547198337,2.2811134025549977,0.0,0.0,3.9746511254616332,0.0
27,i_soln,102701,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,27.0,8.0,-99.99,-99.99,0.0,1.0862592571870403e-05,4.411232034697178e-06,0.0012661312007902163,7.005143558378975e-05,5.791245791245791e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,i_soln,102702,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,27.0,8.0,-99.99,-99.99,0.0,1.0862592571870403e-05,4.411232034697178e-06,0.0012661312007902163,7.005143558378975e-05,5.791245791245791e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,react,27,1,8.160205765060851,-7.588880425989657,240.0,0.2530936946652349,15.380023744505886,1.047914962437545,0.49900712497026095,0.000998014249940519,0.09980142499405191,7.747506387995417e-06,1.8296704168016537e-10,0.09676980866617303,2.8068595114466956e-05,0.09980142480237275,7.747506387994819e-06,5.992130718829776e-19,1.1960756210099073e-10,6.335947957917464e-11,0.09669181273853654,7.765506683414946e-05,2.8068595114466956e-05,0.0,4.739296268383911e-14,3.7718155994761727e-31,4.9513907184756715e-12,2.0971250426567208e-23,1.475600868808979e-12,5.54812838886644e-28,6.9629449815769876e-15,6.757454915212835e-30,6.320279471677305e-11,-6.2227040096356125,-5.562549234958702,-4.904346663495296,-7.350806053874692,-8.160205765060851,-3.060373270847554,-1.384303378779147,-2.5967744749555166,-14.481857437546086,-22.284490881323876,-68.93696535436847,-16.746631616013627,-16.270988918620883,-17.273330112192014,-95.35625537160753,-9.51532937090644,-12.22092852484513,-23.177749521099173,-22.118640917107708,-9.953659241534764,-23.15790307259529,-12.579353740208486,-25.34852337379845,-5.798380744055649,-11.672725594441404,-10.17033892185384,-21.482908473353092,-6.255048046236158,0.0,0.0,0.0,0.0,0.0020566568351749553,-1.7518665471966816e-05,6.799034869048145e-05,1.75186635788037e-05,8.869373858889627e-05,7.510086008204208e-07,0.0,0.0,0.0,0.0,-5.559763872399888,-7.6283837733157345,-2.0145149252493013,-1.0438981383209764,2.842170943040401e-14,-5.968558980384842e-13,-3.4747922138320915,0.0,27.0,8.160205765060851,-1.384303378779147,-2.5967744749555166,2.7557265953717676e-06,1.0862592571870403e-05,4.411232034697178e-06,0.0012661312007902163,7.005143558378975e-05,5.791245791245791e-07,0.0,92.9209239439881,3.071842570691198,0.0,0.0,4.007233485320708,0.0
28,i_soln,102801,-99,8.0,0.0,240.0,-0.000492783605584837,-63.42297352997195,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.9999999999999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.2157004040477073,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-6.196071767946686e-05,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,28.0,8.0,-99.99,-99.99,0.0,1.0858496437604805e-05,4.501132535929497e-06,0.0012618502343065233,7.000370502007304e-05,5.757575757575757e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,i_soln,102802,-99,8.0,0.0,240.0,2.9986045440461253,99.90701205807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-8.0,-3.215706120982619,-999.999,-999.999,-999.999,-999.999,-2.212279423983691,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,-999.999,43.95804465241585,28.0,8.0,-99.99,-99.99,0.0,1.0858496437604805e-05,4.501132535929497e-06,0.0012618502343065233,7.000370502007304e-05,5.757575757575757e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
